,TumorType,Arm_1p,Arm_1q,Arm_2p,Arm_2q,Arm_3p,Arm_3q,Arm_4p,Arm_4q,Arm_5p,Arm_5q,Arm_6p,Arm_6q,Arm_7p,Arm_7q,Arm_8p,Arm_8q,Arm_9p,Arm_9q,Arm_10p,Arm_10q,Arm_11p,Arm_11q,Arm_12p,Arm_12q,Arm_13q,Arm_14q,Arm_15q,Arm_16p,Arm_16q,Arm_17p,Arm_17q,Arm_18p,Arm_18q,Arm_19p,Arm_19q,Arm_20p,Arm_20q,Arm_21p,Arm_21q,Arm_22q
11CO079,CO,0,0,0.228012088466425,0.228012088466425,0.228012088466425,0.228012088466425,-0.630561771673671,-0.342266774223957,0,0,0.211079327937986,0.211079327937986,1.15441456355081,0.228012088466425,0,0,0.175761944058799,0,-0.986360855005883,-0.986360855005883,0,0,0.20716518962376,-0.136942788569411,0,-1.03594971756342,-0.988059123556231,0,0,0.141557295290791,0.141557295290791,-1.01363264216226,-1.01363264216226,0,0,-0.00405821717184991,-0.00405821717184991,-0.899151615997403,0,-1.06014655323045
14CO002,CO,0,0,0.730216516436844,0.730216516436844,0,0,0.357895710463084,0.357895710463084,0,0,0,0,0.630069764709296,0,1.25069267638909,1.25069267638909,-1.04167372744507,-1.04167372744507,0,0,0,0,0,0,1.24122878767346,-1.06086154480849,-1.08804622149422,0,0,-3.32192809488736,-0.126385042906908,-3.32192809488736,-3.32192809488736,0,0,-3.32192809488736,0.933684620513498,0,0,0
14CO003,CO,0,0,0,0,0,0,0,0,0,0,0,0,1.33111527603192,1.33111527603192,0,0,1.30066483773918,1.30066483773918,0,0,0,0,0,0,1.29886474419319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14CO005,CO,0,0,0,0,0,0,0,0,0,0,0,0,0.748534570251462,0.748534570251462,0.842115160835062,0.842115160835062,0,0,0.771676298968807,0.771676298968807,-0.627254000564527,-0.627254000564527,0,0,1.73659740671753,0,0,0,0,-2.002229235451,0.699235463433319,-3.32192809488736,-3.32192809488736,0,0,1.26677366872992,1.26677366872992,0,0,0
15CO001,CO,0,0,0,0,0,0,-1.09524738367073,-1.09524738367073,0,-0.34209709000637,0,0,0,0,-0.182759786626409,-0.182759786626409,0,0,0,0,-0.233138397433276,-1.15911582968114,0,0,0,-0.157040295447011,-0.304406616000699,-0.349994671770944,-0.349994671770944,0,0,0,0,0,0,0,0,0,0,0
15CO002,CO,0,0,0.581986874875665,0.581986874875665,0.553661365048264,0.553661365048264,-0.659280274437248,-0.659280274437248,-0.0453591030384491,-0.642522868639831,0.505301800520874,0,0.592547060351025,0.592547060351025,0.292569892906385,0.641394391791666,0.532256536221259,0.532256536221259,0,0,0.512511615163705,0.512511615163705,0,0,0.810440415747951,0,0,0.542976392613494,0.542976392613494,-0.750844998572386,0,-0.750844998572386,-0.750844998572386,0,0,0,1.56364103378966,-1.6254176050008,-1.6254176050008,0
16CO002,CO,-0.306557493956795,1.66231322268546,1.2237744470558,1.2237744470558,0,0,0,0,0,0,0,0,1.14455618425318,1.14455618425318,0.922407853742906,0.922407853742906,0,0,0,0,0,0,0,0,1.18602946899939,0.739320072796106,0,0,0,-0.284049441012128,-0.284049441012128,0,0,0.697560541968645,0.697560541968645,1.83651030949922,1.83651030949922,0,0,-0.480053483261988
16CO003,CO,0,0,0,0,0,0,0,0,0,0,0,0,0.946940965808986,0,-1.19849375359687,-0.0609803406344378,0,0,0,0,0,0,0,0,0.756380706664071,-1.31193629083787,-1.34827881053818,0,0,0,0,-1.10755969742342,-1.10755969742342,-0.34961856464356,-0.34961856464356,0.415120355204472,1.04254206587356,0,0,-0.40337503731902
16CO006,CO,-0.197,-0.197,0,0,0.34,0.34,-0.169,-0.169,-0.17,-0.17,0.237,0.237,0.149,0.149,0.117,0.117,0,0,-0.174,-0.174,0,0,0.514,0.514,0.451,0.324,0,-0.211,-0.211,0.12,0.12,-0.206,-0.206,0,0,-0.157,1.92,-0.255,-0.255,-0.309
16CO011,CO,0,0,0,0,0,0,-0.196014937568821,-0.196014937568821,0,0,0.237330097942255,0.237330097942255,1.57618562248791,0.230266795300489,-0.433363319517441,-0.433363319517441,0,0,0,0,0,0,0,0,2.0308263628397,-0.885692719567378,-0.746611058625107,0,0,-0.889488256977784,-0.471636148723649,-0.93733786360424,-0.93733786360424,0,0,1.01901033008774,1.01901033008774,0,0,-0.921943294660709
16CO012,CO,0,0,0.874531935310506,0.874531935310506,0,0.921825630002976,0,0,0.823539472688332,0.823539472688332,0,0,1.24055347359668,1.24055347359668,1.23598213501818,1.23598213501818,1.19446759850787,1.19446759850787,0,0,0,0,1.19214122873673,1.19214122873673,0,0,0,0,0,0,0,0,0,0,0,0.715144829971956,0.715144829971956,0,0,0
20CO001,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.22094402802098,-1.22094402802098,0,0,0.600009018731652,0,0,0,2.8155039978613,2.8155039978613,-1.07762406608755,0,0,-0.452830295385836,-0.452830295385836,0,0,0,0,-0.470529722035578,-0.470529722035578,0,0,0,0,-1.91061600207478
20CO003,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.434208344820721,-0.434208344820721,0,0,0,0,0
20CO004,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.46895439178513,1.46895439178513,0,0,0,0,0,0,0,0,0.137341777656657,0,-1.1023055413521,0,0,-0.109048741981205,0.83421077096718,-1.09007363764889,-1.09007363764889,-0.185343418549801,-0.185343418549801,0,1.58445467363797,0,0,0
20CO007,CO,0,0,0,0,0,0,0,0,0.539635758006354,0.539635758006354,-0.716356350456214,-0.716356350456214,0.539635758006354,0.539635758006354,0,0,0,0,-0.775813086798686,-0.775813086798686,0,0,0,0,0.501695631793712,-0.887723769468137,-0.858070551794188,0,0,-1.34041676250786,0,0,0,-0.555314346890128,-0.555314346890128,0.384405209861758,0.384405209861758,0,0,-0.498576152968703
21CO006,CO,0,0,0,0,0,0,-1.2284076754983,-1.2284076754983,0,0,0,0,1.46494986595766,0,-3.32192809488736,0.352453998366688,0,0,0.418724375373229,0,1.0135220128562,1.0135220128562,0.691644485030855,0.691644485030855,1.88844860670679,-1.89072818444051,0,0,0,-3.32192809488736,0,-1.78964063893573,-1.78964063893573,0,0,0,1.89407717991345,0,0,-0.568429316777098
21CO007,CO,0,0.726947890431056,0.711806794198995,0,0,0,0,0,0.721447062717112,0,0,0,1.94442320671407,0.710428170139154,0.700767640121592,1.74270063402003,0,0,0,0,0.608781302771322,0.608781302771322,0.70766983548924,0.70766983548924,1.4227905606452,0,0,0.930662580864079,0,-0.199723895482665,-0.199723895482665,-1.09219706577378,-1.09219706577378,0.507893499486227,0.507893499486227,1.25091568806114,1.25091568806114,0.608781302771322,0.608781302771322,0.394527608479526
22CO004,CO,0,0,0,0,0,0,0,0,0,0,0,0,1.02167317994203,0.783922067129591,-1.70967328011995,-0.236823516777231,0,0,0,0,0,0,0,0,0.96371598690353,-1.70441193802949,-1.3783914852953,0,0,-1.75233416625109,0,-2.15763563323282,-2.15763563323282,-0.508433691943294,-0.508433691943294,1.90031115385884,1.90031115385884,-1.13933919088395,0,0
22CO006,CO,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.427855825105779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24CO005,CO,0,0,0.501711092597444,0.501711092597444,0,0,-0.559878020656123,-0.559878020656123,0,0,0,0,0.686699985013827,0.686699985013827,0.745252792721499,0.745252792721499,0,0,0,0,0,0,0,0,0.894062645368539,-0.792538073970444,0,-0.322585170779393,-0.322585170779393,-0.924350733844607,0.44951004918124,-0.713251860596843,-0.713251860596843,-1.06780171463118,-0.0122002498392636,1.69714823437599,1.69714823437599,-0.266038385954466,-0.266038385954466,-0.924350733844607
27CO004,CO,-1.35401382835183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.952043224709346,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.35797965744626,0,0,-1.31868275267095,0,0,-1.40621854541417,0.858156457499766,0,0,-1.58094147928432
C3L-00104,GBM,0,0,0.161868279087682,0.161868279087682,0,0,0,0,0,0,0,0,0.95198120849572,0,-0.17799397383199,-0.17799397383199,0,0,-1.05131395611838,-1.05131395611838,0,0,0,0,0,0,-1.10816196923599,0,-1.07342438777418,0,0,0,0,0,0,0,0,0.897163810817424,0,0
C3L-00365,GBM,0.276873141603711,0.276873141603711,0,0,0.205704331275352,0.205704331275352,0,0,0.151203627383124,0.151203627383124,-0.273469258880281,-0.273469258880281,0.70071337801695,0.70071337801695,0,0,0,0,-0.951857121186246,-0.951857121186246,-0.255707653026211,-0.255707653026211,-0.195567882684697,-0.195567882684697,-0.913082078988899,-0.874539053154901,-0.293640500661955,0,0,-0.413224295022143,-0.413224295022143,0,0,0.489217833661821,0.489217833661821,0.794564287754973,0.794564287754973,0.200038568804739,0.200038568804739,0
C3L-00674,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.916332991315542,0.916332991315542,0,0,0,0,-1.15008488951097,-1.15008488951097,0,0,0,0,0,0,0,0,0,0,0,0,0,0.721379119840474,0.721379119840474,0,0,0,0,0
C3L-00677,GBM,0,0,0,0,0,0,0.586249615298961,0,-0.175132909071078,-0.175132909071078,-0.126272965095153,-0.126272965095153,1.02050484012346,1.02050484012346,0,0,0,0,-1.08000257386042,-1.08000257386042,0,0,-0.406590993455691,-0.252243737810201,0,0,0,0,0,0,0,0,0,0.629927340330013,0.629927340330013,0.769041369363097,0.769041369363097,0.12546323641964,0.12546323641964,-1.08296644873024
C3L-01040,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.874540310338862,0.874540310338862,0,0,0,0,-1.05694341809768,-1.05694341809768,0,0,0,0,0,0,0,0,0,0,0,0,0,0.703552441848204,0.703552441848204,0.906420930477138,0.906420930477138,0,0,-1.13216617785567
C3L-01043,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.85790589371909,0.85790589371909,0,0,0,0,-1.17982252189365,-1.17982252189365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3L-01045,GBM,0,0,0,0,0,0,0,0,0,0,-0.426307997332916,-1.09419103206151,0,0,0,0,0,0,-1.07120860954693,-1.07120860954693,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75976446740498,0.75976446740498,0.947717040923061,0.947717040923061,-0.151787832938682,-0.151787832938682,0
C3L-01046,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.00657678446149,1.00657678446149,0,0,0,0,-1.59018061506661,-1.59018061506661,0,-1.3691074727957,0.282362364307298,0.282362364307298,-1.81536834202056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3L-01048,GBM,0,0,0,0,0,0,0,0,0,0,-0.500916830019636,-0.500916830019636,0.468457322513905,0.468457322513905,0,0,0,0,-1.04241978104379,-1.04241978104379,0,0,-0.214684236086761,-0.214684236086761,0,0,0,0,0,0,0,0,0,0.861598973187941,0.861598973187941,0.994151232389057,0.994151232389057,-0.160165516642136,-0.160165516642136,0
C3L-01049,GBM,0.302436709769848,0.302436709769848,-0.308760107817859,-0.308760107817859,0,0,0,0,0,0,-0.447010006389448,-0.447010006389448,0.618327776222352,0.618327776222352,0,0,-0.159025220246045,-0.159025220246045,-0.633282239689405,-0.633282239689405,-0.164646087273565,-0.479998150935153,-0.664641741119489,-0.664641741119489,-0.609922678381467,0,0,-0.300076244485236,-0.300076244485236,0,0,0,0,-0.455981913338049,-0.455981913338049,0.552532882816581,0.552532882816581,0.974945231383898,0.974945231383898,0
C3L-01061,GBM,0,0,0,0,0,0,0,0,0,0,-1.02749965794233,-1.02749965794233,0,0,0,0,0,0,-0.998481110721026,-0.998481110721026,0,0,0,0,0,0,0,-0.993845606467949,-0.993845606467949,0,0,0,0,0,0,0,0,1.23246933434516,0,0
C3L-01142,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.794373706538199,0,0,0,0,0,-1.01340540507194,-1.01340540507194,0,0,0,0,0,-1.45857135107944,0,0,0,0,0,0,0,0.45026016373098,-0.656439108102483,0.800000217688954,0.800000217688954,0.618539296172973,0.618539296172973,0
C3L-01146,GBM,0.561899139826323,0.561899139826323,0,0,0,0,0,0,0,0,0,0,0.681642804815969,0.681642804815969,0.537595545746035,0.537595545746035,0,0,-0.806365358239609,-0.806365358239609,0,0,0.492955016739417,0.492955016739417,0,0,0,0,0,0,0,0,0,1.06333658161999,1.06333658161999,0.551906668433874,0,0,0,0
C3L-01149,GBM,0.769575738263452,0.769575738263452,0,0,0,0,0,0,0,0,0,0,0.975923511208722,0.975923511208722,0,0,0,0,-0.978430151385698,-0.978430151385698,0,0,0,0,-0.217872072216882,0,0,0,0,0,0,0,0.112164265755904,0,0,0.107024434361055,0.107024434361055,0.863152394357298,0,0
C3L-01154,GBM,0,0,0,0,0,0,0,0,0,0,0,-0.976639036713464,0,0,0,0,-0.944777805759677,0,-0.992018239852405,-0.992018239852405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.00356756651525,0,0
C3L-01155,GBM,0.916512423288978,0.916512423288978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.030125354545,-1.030125354545,0.939802146304884,0.939802146304884,0,0,0,0,0,0,0,0,0,0,0,4.02233084629058,4.02233084629058,0.987382617945211,0.987382617945211,0,0,0
C3L-01156,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.06111672420862,1.06111672420862,0,0,-0.33245658299932,-0.33245658299932,-1.19852173405584,-1.19852173405584,0,0,0,0,0,0,0,0,0,0,0,0,0,0.878236383249006,0.878236383249006,0,0,1.6033765630198,0,0
C3L-01157,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.933320274574913,0.933320274574913,0,0,0,0,-1.04357577960479,-1.04357577960479,0,0,0,0,-0.200412003695099,-1.17738217662357,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3L-01327,GBM,0,0,0,0,0.16325995622015,0.16325995622015,0,0,0,0,0,0,0.979030544272072,0.979030544272072,0,0,0,0,-1.04065958865575,-1.04065958865575,0,0,0,0,0,0,0,0,0,0,0,0,0,0.773917556489215,0.773917556489215,0.79496298518417,0.79496298518417,0.989356364658058,0,0
C3L-01834,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.120613635932936,0.120613635932936,0,0,0,0,0,0,0
C3L-01887,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.996755666068471,0.996755666068471,0,0,0,0,-1.15898023645898,-1.15898023645898,0,0,0,0,0,0,0,0,0,0,0,0,0,0.634729107436857,0.634729107436857,0.801605703347411,0.801605703347411,0,0,-0.164736155210761
C3L-02041,GBM,0.297573125956544,0.297573125956544,0,0,0,0,0.42493549263947,0.42493549263947,0,0,0,0,0.223524954417979,0,0.223524954417979,0.223524954417979,0,0,-0.38539193531134,-0.38539193531134,-1.85999370130296,-1.85999370130296,-0.936036640394232,-0.936036640394232,0,-0.846410904923817,0,0,0,-0.473194349218646,-0.473194349218646,0,0,-0.330033598481835,-0.330033598481835,0.380653494653793,0.380653494653793,0.766637574698774,-0.617496345876164,0
C3L-02465,GBM,0,0,0,0,0,0,0.742204994065682,0.742204994065682,0,0,0,-1.49112456956413,0.928940026226496,0.928940026226496,0,0,0,0,-1.3740962183318,-1.3740962183318,0,0,0,0,-1.54449921825651,0,0,0,0,-1.14734924424558,-1.14734924424558,0,0,0,0,0,0,0,0,-1.44954767187568
C3L-02504,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.06944710025671,1.06944710025671,0,0,0,0,-1.04122472641617,-1.04122472641617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3L-02542,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.52128455406231,0.52128455406231,0,0,0,0,-1.02090277120466,-1.02090277120466,0,0,0,0,-1.03527160619612,0,0,0,0,-1.64741104802894,-1.64741104802894,0,0,0,0,0,0,0,0,0
C3L-02642,GBM,0,0,0,0,-0.49427274407575,-0.49427274407575,0,0,0,0,0,0,0.938594722303358,0.938594722303358,0,0,0.580442288975292,0.580442288975292,-1.14482047762678,-1.14482047762678,0,0,0,0,-1.07757780145933,-0.984013297636455,0,0,0,-0.581709022884427,-0.581709022884427,0,0,0,0,0.992204461983403,0.992204461983403,0.703950728647637,0.703950728647637,-1.09090694211291
C3L-02704,GBM,0,0,0,0,0,0,0,0,0,0,-0.798870406427011,-0.798870406427011,0.92116869982683,0.92116869982683,-0.942565336050923,0,-1.12550988461681,0,-1.03642581328961,-1.03642581328961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3L-02705,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.07107769280646,1.07107769280646,0,0,0,0,-1.24190150911098,-1.24190150911098,0,0,0,0,-1.09977975086449,-1.2762036352625,0,0,0,0,0,0,0,0,0,0.617666857174424,0.617666857174424,0,0,-0.736228080790119
C3L-02707,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.06658928490256,1.06658928490256,0,0,0,0,-1.2242899652932,-1.2242899652932,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907162316043681,0.907162316043681,0.989093466412015,0.989093466412015,1.58469330874281,0,0
C3L-02708,GBM,0,0,0,0,-1.09048764526357,-1.09048764526357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.07036356564525,0,0,0,0,0,0,0,0,0,0,0,0,-0.221995819799623,0,-1.05565100921666
C3L-02900,GBM,0,0,0,0,-0.515157242874658,-0.515157242874658,-0.264489908888144,-0.264489908888144,0,0,0,0,0.919990224982294,0.919990224982294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.28595125471027,-0.28595125471027,0,0,0,0,0.183393924470614,0.183393924470614,0
C3L-02970,GBM,0.46435335651617,0.46435335651617,0,0,0.979194962209702,0.979194962209702,0,0,0,0,0,0,0.638284953539827,0.638284953539827,0,0,0,0,-1.10443897726861,-1.10443897726861,-0.406620010734884,-0.406620010734884,0,0,0,0,-0.508199508573862,0,0,0,0,-0.559685008232003,-0.559685008232003,0,0,0,0,1.06772136174043,0,0
C3L-02984,GBM,-0.12047798267798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.209824016698682,-0.209824016698682,0.192386838086392
C3L-03260,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.10667456973882,1.10667456973882,0,0,-1.22830260095216,-1.22830260095216,0,0,0,0,0,0,-1.25664221411356,0,0,0,0,0,0,-1.19227269747913,0,0,0,0,0,0,0,0
C3L-03266,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.978810789835286,0.978810789835286,0,0,0,0,-1.02012210398014,-1.02012210398014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.843824119403398,0.843824119403398,0,0,0,0,0
C3L-03387,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.02812245262958,-1.02812245262958,-1.21383691034901,-1.21383691034901,0,0,0,0,0,0,0,0,0,0,0,0,0,0.759506048132373,0.759506048132373,1.00197429538471,1.00197429538471,0,0,-1.26351474570897
C3L-03390,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.00036019431364,1.00036019431364,0,0,0,0,-0.986820087156238,-0.986820087156238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3L-03392,GBM,0,0,0,0,0,0,0,0,0,0,-1.96888122912532,-1.96888122912532,0.925844700080096,0.925844700080096,0,0,-1.77132936000441,0,-1.58590381034617,-1.58590381034617,0,0,0,0,0,-1.72822204909451,0,0,0,0,0,0,0,0,0,0,0,0.988282009353663,0.988282009353663,-1.54745741200718
C3L-03400,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.972514174843415,-0.972514174843415,-0.608230594693619,-0.608230594693619,0,0,-1.4465997013817,-1.17247759429723,-1.03510670683279,0,0,0,0,0,0,0,0,0.381209272758931,0.381209272758931,0.545413630817548,0.545413630817548,0
C3L-03405,GBM,0,0,-0.263905604317234,-0.263905604317234,0,0,-0.212558886564405,-0.212558886564405,0.92777583903796,0.92777583903796,0,0,0.999792688396728,0.999792688396728,0,0,0,0,-1.01736236207971,-1.01736236207971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.09658750470457
C3L-03407,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.971560332912221,0.971560332912221,0,0,0,0,-1.15628885965107,-1.15628885965107,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831093768687518,0.831093768687518,0.926880529513826,0.926880529513826,1.75595670100828,0,0
C3L-03681,GBM,0,0,0,0,0,0,0,0,0,0,-1.09515822138877,-1.09515822138877,-0.0827653319208983,-1.24563333403584,0,0,-2.50276094376281,-2.50276094376281,-0.993946790518927,-0.993946790518927,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.831764738388839,0.183234482941682,0
C3L-03727,GBM,0,0,0,0,0,0,0,0,0.127640660924586,0.127640660924586,-0.54733966836311,-0.54733966836311,0.443449682900657,0.443449682900657,0,0,-0.467372112763978,-0.467372112763978,-0.992558003210427,-0.992558003210427,0,0,0,0,0,0,0,0,0,0,0,0,0,0.399542989460222,0.399542989460222,0.988748595350663,0.988748595350663,1.16881384753225,0,0
C3L-03728,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.792967402371438,-1.21780600771806,-1.21780600771806,0,0,0,0,0,0,0,0,0,0,0,0,0,0.801706389809951,0.801706389809951,0,0,1.89369260849566,0,0
C3L-03744,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.04394814746512,1.04394814746512,0,0,0.448996359306076,0.448996359306076,-1.22179165161475,-1.22179165161475,0,0,0,0,-0.303598393976312,0,0,0,0,0.434192656039771,0.434192656039771,-0.551425828766741,-0.551425828766741,0,0,0,0,0.74810820731277,0.74810820731277,-1.26504961532668
C3L-03748,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.983515638100951,0.983515638100951,0,0,0,0,-1.02196387859029,-1.02196387859029,0,0,0,0,0,0,0,0,0,0,0,0,0,0.326122350334662,0.326122350334662,0,0,1.22846866640817,0,0
C3L-03968,GBM,0,0,0,0,0.432748898668941,0.432748898668941,0,0,-0.156347992186834,0,0,0,0,0,0,0,0.586888522448697,0.586888522448697,0,0,-0.610767706684632,-0.610767706684632,0,0,0.194498321231871,-0.639177476927972,0.637945626663522,0.911097514618579,0.911097514618579,0,0,0,0,-0.655050105029915,-0.655050105029915,0.377571651718651,0,-0.0915497710166406,-0.580998945296619,0.644147966294832
C3L-04084,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.02732603951081,1.02732603951081,0,0,-0.16731394719889,-0.16731394719889,-1.0288308032819,-1.0288308032819,0,0,0,0,0,0,0,0,0,0,0,0,0,0.901789806488118,0.901789806488118,0.96790789690471,0.96790789690471,0,0,0
C3N-00661,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.713819527798005,0.713819527798005,-0.209518997944009,-0.209518997944009,-0.179591172883943,-0.179591172883943,-1.06546923439125,-1.06546923439125,0,0,-0.193739260489382,-0.193739260489382,0,-0.184301596731575,0,0,0,0,0,0,0,0.844404925696345,0.844404925696345,0.846964251320344,0.846964251320344,0,0,0
C3N-00662,GBM,-0.126469366548276,-0.126469366548276,0.121253454095047,0,0,0,0,0,0,0,0,0,0.847603266339673,0.847603266339673,0,0,-1.07600606859764,-1.07600606859764,-1.04276353430207,-1.04276353430207,-0.791813800795473,-0.791813800795473,0,0,-1.06767542056525,0,0,-0.140902101664999,-0.140902101664999,-0.151742702344433,-0.151742702344433,0,0,0,0,0,0,0,0,0
C3N-00663,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.180935275918958,-0.180935275918958,0,0,0,0,-0.17615052760636
C3N-00665,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.6364131606805,1.6364131606805,0,0,0,0,-1.20445737601868,-1.20445737601868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.847763145193286,0.847763145193286,0,0,0
C3N-01192,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.912162159556729,0.912162159556729,0,0,0,-0.524598785427483,-1.27967167252633,-1.27967167252633,0,0,0,0,0,0,0,0,0,0,0,0,0,0.755094794826843,0.755094794826843,0.867781343281585,0.867781343281585,0,0,-1.40072130017042
C3N-01196,GBM,-0.181005202509921,-0.181005202509921,-0.132538765716904,-0.132538765716904,-0.385406640369788,-0.385406640369788,-0.845953515873991,-0.845953515873991,0,0,0,0,0.944008230242842,0.944008230242842,0,0,0.158588258775227,0.158588258775227,-0.862257820582348,-0.862257820582348,0.301915647781374,0.301915647781374,0.130446483455622,0.130446483455622,-0.220772987192627,0.348041402891632,-0.127040639268924,-0.289510954334059,-0.289510954334059,-0.60545608999422,-0.60545608999422,0,0,0.261068845805546,0.261068845805546,1.11636862849578,1.11636862849578,-0.287288548695254,-0.287288548695254,-0.806464415469223
C3N-01334,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.71605407693651,0,0,0,0,0,-1.35585520139407,-1.35585520139407,0,0,0,0,0,0,0,0,0,0,0,0,0,0.261211997559449,0.261211997559449,0.875120002108539,0.875120002108539,0,0,0
C3N-01364,GBM,-0.0785597980243334,0.596259777187793,-0.857192649373478,0,-0.560603766213332,0,0,0,0.612071358761106,0.612071358761106,-0.847960337135075,-0.847960337135075,0.546581582767192,0.546581582767192,0,0,0.507013700036218,0.83108822326509,-0.757751751585247,-0.757751751585247,-0.872669156757888,-0.872669156757888,0,0,-1.08500121157626,-0.8788913987302,0.46512136954808,0.370194982401535,0.370194982401535,-0.929338663708702,-0.929338663708702,0,0,0.477929441554356,0.477929441554356,0.507013700036218,0.507013700036218,0.457779213188356,0.457779213188356,0.444889283266224
C3N-01366,GBM,0,0,0,0,0,0,0,0,0,0,0,0,1.86287712991397,1.86287712991397,0,0,0,0,-1.09122928520923,-1.09122928520923,0.211582175709782,0.211582175709782,0,0,0,0,0,0,0,-2.1305216926042,-2.1305216926042,-0.17862400794583,0,0,0,0,0,0,0,0
C3N-01367,GBM,0.25950261746525,0.25950261746525,0,0,0,0,0,0,0.755908028886806,0.755908028886806,-0.219719978364133,-0.219719978364133,0.485762362192746,0.485762362192746,0,0,-0.613819026327507,-0.613819026327507,-0.606737410314158,-0.606737410314158,0,0,0.399663031915632,0.399663031915632,-0.628042753731529,-0.651931190807047,-0.659142880805012,0.466072554819859,0.466072554819859,0.266473542276565,0.266473542276565,0.495568157129952,0.495568157129952,0.316590939583095,0.316590939583095,0.442967054127909,0.442967054127909,1.29544279950513,1.29544279950513,-0.609095723828903
C3N-01368,GBM,0,0,0,0,0,0,0,0,0,0,0,-0.992186712145481,0.973553725360795,0.973553725360795,0,0,-0.974916723293753,0,-1.02286795293554,-1.02286795293554,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
C3N-01369,GBM,0,0,0,0,0,0,0,0,0,0,0,0,0.575691920504405,0.575691920504405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.533410254251135,0.533410254251135,0.637504232491805,0.637504232491805,0,0,0
C3N-01505,GBM,-0.472469517459651,0,0,0,0,0,0,0,0,0,0,0,-1.91522594870287,-3.32192809488736,0,0,0,0,-1.10486433975044,-1.10486433975044,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.289882578702399,-0.289882578702399,0
