,TumorType,Arm_1p,Arm_1q,Arm_2p,Arm_2q,Arm_3p,Arm_3q,Arm_4p,Arm_4q,Arm_5p,Arm_5q,Arm_6p,Arm_6q,Arm_7p,Arm_7q,Arm_8p,Arm_8q,Arm_9p,Arm_9q,Arm_10p,Arm_10q,Arm_11p,Arm_11q,Arm_12p,Arm_12q,Arm_13q,Arm_14q,Arm_15q,Arm_16p,Arm_16q,Arm_17p,Arm_17q,Arm_18p,Arm_18q,Arm_19p,Arm_19q,Arm_20p,Arm_20q,Arm_21p,Arm_21q,Arm_22q
03BR002,BR,-0.272728380515535,0.4391240142005,0,0,0,0,0,0,0,0,0,0,0.239978681467029,0.239978681467029,0.294195718112545,0.294195718112545,0,0,-0.257312298729008,-0.257312298729008,-0.288245952807332,-0.288245952807332,0,0,0,-0.247090437385764,0,0.407541966589744,-0.267578496298043,-0.309097000601542,0,0,0,0,0,0,0,0.237872015232721,0.237872015232721,0
03BR004,BR,-0.243276663506355,0.345745094650545,0,0,0,0.268006893113015,0,0,0,0,0,0,0.666393975694848,0.666393975694848,-0.730134144842902,1.20283070875815,-0.164833014981863,-0.164833014981863,0,0,0,0,0,0,0.321972677029228,0.287572236394506,-0.311214480592666,1.57433912407689,0,-0.185127552912745,0.53869502117709,0,0,-0.169895728789217,-0.169895728789217,0.458425311048472,0.458425311048472,-0.44224859829673,-0.44224859829673,0
03BR005,BR,0,0.672479188389797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.437742244023727,0,0,0,0,0,0,0,0,0,0,0,0
03BR010,BR,0,0.830572333567585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.933736137435106,0,0,0,0,0,0,0,0,0,0,-1.00445023299369,0,0,0,0,0,0,0,0,0,0,-1.09803212939307
03BR011,BR,-0.720006957132735,1.07887653925544,-0.661295160580779,-0.661295160580779,-0.697824050801276,-0.697824050801276,0,0,0,0,0,0,0,0,-0.673411025785632,-0.673411025785632,-0.717532148002522,-0.717532148002522,0,0,0,0,0,0,-1.83223642207272,0,0,-0.0651640086950116,-1.88320945944375,0,0,-1.81970501248309,-1.81970501248309,0,0,0,0,-1.8448512608503,-1.8448512608503,0
03BR013,BR,-0.751025253152723,-0.193039185022095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.913199295241277,-0.913199295241277,0,0,0,0,0,0,-0.932631849437512,0.273132518757221,0.273132518757221,0,0,0,0,0,0,0,0,0
05BR001,BR,0,0,0,0,0,0,0,0,0.133048991998927,0.133048991998927,0,0,0,0,0,0.136386722196868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05BR003,BR,0,0,0,0,0,0,0,0,0,0,0,-0.650699436431922,-0.354108464868735,-0.63239565541991,-0.622450591690881,-0.622450591690881,-0.55357872638316,0,0,0,-0.655707532820399,-0.655707532820399,0,0,0,0,0,0,0,-0.694337633356423,0,-0.665744723111164,-0.665744723111164,0,0,1.42769207999244,1.42769207999244,-0.122755066486378,-0.630736254245067,0
05BR005,BR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.895547734391965,0.895547734391965,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.19002095020221,0,-1.1226872628161,-1.1226872628161,0,0,0,0,-1.09521479740115,0,-1.11165830931478
05BR009,BR,-0.257824583696991,0.439963462893474,0,0,-0.189020895632228,-0.189020895632228,-0.229627162064123,-0.229627162064123,0,0,0,0,0.361706664502346,0.361706664502346,0,0,0,0,0,0,0,0,0,0,0.158007660656426,0.233538254246516,0,0.431171804942702,-0.517942065114129,-0.2606531824785,-0.2606531824785,0,0,0,0,0.403469161624371,0.403469161624371,0,0,-0.523928859307432
05BR016,BR,0.167721975276495,0.949879425981471,0,0,0,0,-0.961919939277749,-0.961919939277749,0.946298495955972,0.946298495955972,0,0,0,0,0.253707532611292,0.253707532611292,0,0,-0.415286724150163,-0.415286724150163,0,0,-0.419783709835456,-0.419783709835456,0,0,-1.00189137942467,0,0,0,0,0,0,0.695483884738981,0.695483884738981,0,0,-0.419783709835456,-0.419783709835456,-0.1476892024648
05BR026,BR,0,0.664247198889868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.174550032453335,-1.11472666516438,0,0,0,0,0,0,-1.11472666516438,0.618967467786659,0.618967467786659,0,0,0,0,0,0,0,0,0
05BR029,BR,0,0,0,0,0,0,-1.06159050386971,-1.06159050386971,-1.09519875849912,-1.09519875849912,0,0,0,0,-1.00746962719428,0,0,0,0,0,0,0,0,0,0,-1.03354887710409,0,0,-1.0668745323387,-1.09697709905961,0,0,0,0,0,0,0,0,0,0.920050605300306
05BR038,BR,0,0,0,0,0,0,0,0,0,0,-0.978068592007646,-0.978068592007646,0,0,0,0.218990198281288,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.37739463819161,-1.37739463819161,0,0,-0.238130747564176,-0.238130747564176,0,0,0,0,0
05BR042,BR,0,0.63497114557035,0.643205260569418,0.643205260569418,-0.476968958097929,0,-0.417632446784249,-0.417632446784249,-0.429387504716245,-0.429387504716245,0.403360604715782,0,0.651420990080778,0.45579831038993,1.40252118020581,1.40252118020581,0.274006419104967,-0.572485919741021,0.38569748997696,-0.445937811175625,0.350085617027125,-0.262918895444228,0,0,0.389237631743314,-0.481777660682456,0,-0.44119795825182,-0.44119795825182,-0.429387504716245,-0.429387504716245,0.457532317206886,0.457532317206886,0.133403758189531,-0.582498658904195,-0.251898463007715,0.722948676939122,0.591851629001334,-0.431745140942081,0.328531077514134
05BR043,BR,0.578893829320146,0.578893829320146,0,0,-0.839667661150606,-0.839667661150606,0.356725793548812,0.356725793548812,0.00672057017798592,-0.587543426538609,-0.76366586832832,-0.76366586832832,0,0,1.44048698089563,1.44048698089563,0.233934746366034,0.233934746366034,0.268688743877965,0.268688743877965,-0.350873032711851,-0.350873032711851,-0.878727185815063,-0.878727185815063,-0.681288716931423,0,0.33099277747022,-1.08603290462913,-1.08603290462913,-1.15264100097185,0,-0.601929908867013,-0.601929908867013,-1.14138241860282,-1.14138241860282,-1.05713200203064,-1.05713200203064,0.409461817480236,0.409461817480236,0.276804549877536
05BR044,BR,0,0,0,0,0,0.418453156781383,0,0,0,0,0,0,0.86952763217583,0.86952763217583,-0.591367655177174,0.498308159686754,-0.792820906432307,-0.792820906432307,0,0,0,0,0,0,1.22373994325446,0,0,-0.444222952769509,-0.444222952769509,-3.32192809488736,-3.32192809488736,-3.32192809488736,-3.32192809488736,-0.834842338776764,-0.834842338776764,0,-0.463818125475416,-3.32192809488736,0,-0.575573241512642
05BR045,BR,0,0.729340278915406,0,0,0,0,-0.955230258512644,-0.955230258512644,0,0,0,0,0,0,0,0,-1.03267041840762,-1.03267041840762,0,0,0,0,0.808968749621419,0,-1.00880135222027,-1.05187237079512,0,0,-0.741747519836519,-0.958361531791254,-0.958361531791254,1.75334835522696,1.75334835522696,-1.00880135222027,-1.00880135222027,0,0,-0.988232307243717,-0.988232307243717,-1.00087740057693
06BR003,BR,0,1.23690798368455,-0.197521911632612,-0.197521911632612,0,0,0.236158717659181,0.236158717659181,0,0,0,0,0,0,1.06902773927946,1.06902773927946,0,0,-1.12639804542285,-1.12639804542285,0.310767206994225,0.310767206994225,-0.332917213809393,-0.332917213809393,-0.916370428442557,0,0,-0.360698572820121,-0.360698572820121,-1.34280984517742,-1.34280984517742,-0.964371582716562,-0.964371582716562,0,0,0,0,0,0,0
06BR005,BR,0,1.03062322864865,0.557828404097453,-0.65372506474238,0,0,0.50752239276953,0.50752239276953,0.597917505984106,0.597917505984106,-0.685353234768692,-0.685353234768692,0.30596108951928,0.30596108951928,-0.651308931226123,1.77317654226976,-0.729835391959935,-0.729835391959935,0.137564652594888,-0.558867301361974,0,0,0.505888313556254,0.505888313556254,-0.665841481249869,-0.775154683475166,0,1.13326743820357,-0.842182184717813,-0.21888250748915,0.491149120137292,0.572308868542835,0.572308868542835,-0.204579321182934,-0.204579321182934,0.518940916529856,0.518940916529856,-0.787897688588217,-0.787897688588217,-0.707492251611182
