"","Cytoband","Coefficients","T_val","P_val","cnv_type","Event","Chromosome","Arm","ChrArm","-signedlog(P.adj)","cnv_status","TumorType","CellType"
"1","1p36.33",-0.240511452633257,-1.75538183642266,0.0825966183248969,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"2","1p36.32",-0.249415176673915,-1.74997132102454,0.0835315233339847,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"3","1p36.31",-0.258803654713,-1.77275152229137,0.0796533599755752,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"4","1p36.23",-0.253886226903225,-1.66948773220287,0.0984956820868649,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"5","1p36.22",-0.242150172793065,-1.41048298159498,0.16184410892427,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"6","1p36.21",-0.253172376262705,-1.38913744856274,0.168218581935515,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"7","1p36.13",-0.232313310673482,-1.22075097161395,0.225368950145285,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"8","1p36.12",-0.211407120932647,-1.08821741284006,0.279404699682156,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"9","1p36.11",-0.188802949802058,-0.923737896540324,0.358092794361674,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"10","1p35.3",-0.213943662518502,-0.933009075657946,0.353311614609286,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"11","1p35.2",-0.23179589868492,-1.00549188578206,0.317355792783266,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"12","1p35.1",-0.235295681819649,-1.04227599610308,0.300075432898877,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"13","1p34.3",-0.205538649515294,-0.998819305061792,0.320560152394839,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"14","1p34.2",-0.179417996255539,-0.986794173546163,0.326389063053423,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"15","1p34.1",-0.148917421730806,-0.895426358823117,0.372947844135145,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"16","1p33",-0.13958548931669,-0.826235952095512,0.410855266384423,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"17","1p32.3",-0.058499713798237,-0.324628307743587,0.746215738326132,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"18","1p32.1",0.0704689600932042,0.382064086456654,0.703314495272371,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"19","1p31.3",0.117743389259222,0.593930347696492,0.554048635617691,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"20","1p31.1",0.0752198394286816,0.345340492236338,0.730644246966391,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"21","1p22.3",0.0397469345306137,0.175717940164375,1,"con","ALL","1","p","1p",0,-1,"LUAD","B_cell"
"22","1p22.2",-0.00206138494210654,-0.00919086630599309,0.99268719522887,"con","ALL","1","p","1p",0,-1,"LUAD","B_cell"
"23","1p22.1",-0.0121955064904033,-0.0532075836306842,0.95768443970607,"con","ALL","1","p","1p",0,-1,"LUAD","B_cell"
"24","1p21.3",-0.0248410665034274,-0.102288570863316,0.918755187334832,"con","ALL","1","p","1p",0,-1,"LUAD","B_cell"
"25","1p21.2",-0.0296048250127374,-0.114591118415214,0.909024481389171,"con","ALL","1","p","1p",0,-1,"LUAD","B_cell"
"26","1p13.3",-0.184317596264043,-0.522399213823118,1,"con","ALL","1","p","1p",0,-1,"LUAD","B_cell"
"27","1p13.2",-0.389247541441355,-0.950949137623556,1,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"28","1p13.1",-0.329371529300816,-0.979749233520433,0.329836270238826,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"29","1p12",-0.301319888693663,-1.01721533488646,0.311777749543335,"con","ALL","1","p","1p",0,1,"LUAD","B_cell"
"30","1q21.1",-0.277864142295397,-1.06072920124802,0.291651261954909,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"31","1q21.2",-0.248723576064731,-1.19709763867734,0.2344121478364,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"32","1q21.3",-0.175441002980967,-1.34203613742486,0.182960185567104,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"33","1q22",-0.131680484481383,-1.23405222899967,0.220396211501922,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"34","1q23.1",-0.108808137636177,-0.989787129067509,0.324931789834582,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"35","1q23.2",-0.100035036892373,-0.897686127385841,0.371748079874241,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"36","1q23.3",-0.0938926805324867,-0.799626347499567,0.426032770070907,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"37","1q24.1",-0.0793411594529226,-0.6455763259915,0.520196306447999,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"38","1q24.2",-0.0723487175541829,-0.576941144040983,0.565419549131083,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"39","1q24.3",-0.0660629279906105,-0.519576827119065,0.604634077504504,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"40","1q25.1",-0.0664482225605295,-0.51269928546582,0.609417759055045,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"41","1q25.2",-0.0736653877454852,-0.568340088331035,0.571219414489051,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"42","1q25.3",-0.0863243296469989,-0.66414024442747,0.508298483557826,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"43","1q31.1",-0.096009466496943,-0.736214006191015,0.463515063367987,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"44","1q31.2",-0.103551942510222,-0.797843926895965,0.427061173743613,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"45","1q32.1",-0.104511190865298,-0.818645518246558,0.415151055912607,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"46","1q32.2",-0.108521014994266,-0.838170636819179,0.404155386577316,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"47","1q32.3",-0.0995359609902595,-0.741521487890988,0.46030790312936,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"48","1q41",-0.0754699134749572,-0.548816370762297,0.584490460390487,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"49","1q42.11",-0.0675280342169464,-0.484554892562341,0.629169306983838,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"50","1q42.12",-0.0505607257326697,-0.357026712421441,0.72190757922449,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"51","1q42.13",-0.0336206793876197,-0.231301307301612,0.817605776782311,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"52","1q42.2",-0.0225020824791315,-0.152945014523341,0.878784021190618,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"53","1q42.3",-0.0227192011539553,-0.154922522738973,0.87722930895167,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"54","1q43",-0.0350874030248152,-0.238692559940561,0.811886650946353,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"55","1q44",-0.0422616899270029,-0.290397841346434,0.772179975612823,"con","ALL","1","q","1q",0,1,"LUAD","B_cell"
"56","2p25.3",0.527723882617231,2.17039680108871,0.0326096661428653,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"57","2p25.1",0.64834002557147,2.39436153626449,0.0187236504251603,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"58","2p24.1",0.80790762532202,2.72732152737243,0.00767610334303931,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"59","2p23.3",0.930634858851894,2.7927845770415,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"60","2p23.2",0.948770779760314,2.63640177435298,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"61","2p22.3",0.936803050576783,2.62614016296564,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"62","2p22.2",0.843708702670468,2.49034164249555,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"63","2p22.1",0.740860542691002,2.34128446374743,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"64","2p21",0.514981772102933,1.6776399555102,1,"con","ALL","2","p","2p",0,-1,"LUAD","B_cell"
"65","2p16.2",0.466056787724283,1.63049966840114,1,"con","ALL","2","p","2p",0,-1,"LUAD","B_cell"
"66","2p16.1",0.465484754894183,1.670791855931,1,"con","ALL","2","p","2p",0,-1,"LUAD","B_cell"
"67","2p15",0.433866096924987,1.61705486003541,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"68","2p14",0.379983191138536,1.40915567813728,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"69","2p13.3",0.348804671766,1.27724161260129,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"70","2p13.2",0.327822519366338,1.16941638889639,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"71","2p13.1",0.343223360333604,1.16798291570222,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"72","2p12",0.353652824507332,1.14855893073703,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"73","2p11.2",0.296994027171944,0.944547681284659,1,"con","ALL","2","p","2p",0,1,"LUAD","B_cell"
"74","2q11.1",0.272089992096829,0.847340913988812,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"75","2q11.2",0.1992930060061,0.585165926456726,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"76","2q12.2",0.111356832839025,0.310518844790582,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"77","2q12.3",0.0999426689346115,0.27674509383133,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"78","2q13",0.109435586520705,0.300892012292872,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"79","2q14.1",0.113073201266905,0.309753481856263,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"80","2q14.2",0.164829218517167,0.445338567108842,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"81","2q14.3",0.15801578137361,0.437720247373949,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"82","2q21.1",0.142358536254276,0.391138334493581,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"83","2q21.3",0.158605146663132,0.448140779602612,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"84","2q23.2",0.148229117491577,0.423001559216227,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"85","2q23.3",0.126710274865127,0.36258436649218,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"86","2q24.2",0.0922463980295504,0.263858860865313,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"87","2q31.1",0.141973449836456,0.405918904898462,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"88","2q31.2",0.198853164347996,0.518713068315324,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"89","2q31.3",0.220345698735211,0.561158116290511,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"90","2q32.1",0.234879743500817,0.587551339462188,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"91","2q32.3",0.226280304783722,0.558945259632106,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"92","2q33.1",0.319612536775729,0.731206723546996,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"93","2q33.2",0.185974464192986,0.406841604415608,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"94","2q34",0.191012382666299,0.458681858812537,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"95","2q35",0.296995271807253,0.783689354072271,1,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"96","2q36.1",0.288870311788646,0.842449597437519,0.401769548316917,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"97","2q36.3",0.281665648634567,0.845562274833934,0.400039410069712,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"98","2q37.1",0.287892585017021,0.941198707875223,0.349122493084018,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"99","2q37.3",0.230505639812852,0.8116786058869,0.419117620157306,"con","ALL","2","q","2q",0,1,"LUAD","B_cell"
"100","3p26.2",-0.0576354189105014,-0.29872985791772,0.765834837068641,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"101","3p26.1",-0.0588856007482325,-0.306398492430106,0.760008959442785,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"102","3p25.3",-0.0453810851127212,-0.240513811909057,0.810478974518362,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"103","3p25.2",-0.0276189774197314,-0.148153091725488,0.882553379394865,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"104","3p25.1",0.047119718321606,0.255387394122108,0.799006643414636,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"105","3p24.3",0.130779344570957,0.735941901451898,0.463679828951646,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"106","3p24.2",0.128671011940814,0.728595481385439,0.468140769857764,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"107","3p24.1",0.146394774750956,0.840034454251276,0.403115112056249,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"108","3p23",0.157761781609613,0.909477601252394,0.365527259919755,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"109","3p22.3",0.170480546310136,0.981642638020673,0.328907448396804,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"110","3p22.2",0.182400764458821,1.0416117296456,0.300381726271125,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"111","3p22.1",0.17864548243246,0.991578439296601,0.324061661476244,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"112","3p21.33",0.173025877805952,0.925619384223864,0.357119171590774,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"113","3p21.31",0.098473396258142,0.467422138577813,0.641327657802136,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"114","3p21.2",0.0679468440002975,0.269675066738915,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"115","3p21.1",0.0254534033691815,0.0895734354916994,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"116","3p14.3",0.0155520668351482,0.0500531366738301,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"117","3p14.1",0.00901171489728309,0.0276022756014863,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"118","3p13",-0.00542940727876979,-0.0166118416212881,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"119","3p11.2",-0.0371579059498217,-0.111204374194335,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"120","3p11.1",-0.058506996005597,-0.17259589058834,1,"con","ALL","3","p","3p",0,-1,"LUAD","B_cell"
"121","3q11.2",-0.0574480833051396,-0.16517509764375,1,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"122","3q12.2",0.226527950882105,0.682411803165943,1,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"123","3q12.3",0.236137417087961,0.708631293973557,1,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"124","3q13.12",0.196941835355957,0.603928771245808,1,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"125","3q13.13",0.196977455880105,0.611281861609713,1,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"126","3q13.2",0.204204094784773,0.637807451278403,1,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"127","3q13.31",0.212097442083088,0.669915655963382,1,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"128","3q13.33",0.185781027294927,0.636438459922831,0.526106038989423,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"129","3q21.1",0.172219992428479,0.645511033244499,0.520238409476207,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"130","3q21.3",0.192761763935506,0.788895296617542,0.432246450815886,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"131","3q22.1",0.219983219372275,0.920847827020203,0.359591636943294,"con","ALL","3","q","3q",0,1,"LUAD","B_cell"
"132","3q22.2",0.231897447987195,0.982628888517716,0.328424320279102,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"133","3q22.3",0.26875599809163,1.17704162839488,0.242282405666382,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"134","3q23",0.284955856720974,1.34929515975667,0.18062685241999,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"135","3q24",0.265189649109938,1.38695255619545,0.168881727263109,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"136","3q25.1",0.274078448437345,1.5833819808413,0.116842291150682,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"137","3q25.2",0.271034688410632,1.70327023514138,0.0919685247633328,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"138","3q25.31",0.269937489828409,1.76694420259184,0.0806276021194759,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"139","3q25.32",0.270510006693744,1.80135318536426,0.074996072296804,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"140","3q25.33",0.266460001539796,1.86671775359862,0.0651969128089588,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"141","3q26.1",0.266802195024438,1.92961895957735,0.0568039978124883,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"142","3q26.2",0.260323255259709,1.96711613213215,0.0522497202695489,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"143","3q26.31",0.259206834173429,1.98836997350439,0.0498089295810689,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"144","3q26.32",0.253648844386455,2.04805385694256,0.0434684991033185,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"145","3q26.33",0.235819420267453,2.14417260488547,0.0347144874283566,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"146","3q27.1",0.223185787325071,2.25306884900973,0.0266847925765733,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"147","3q27.2",0.215979624114621,2.26039114432935,0.0262086959234375,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"148","3q27.3",0.216741849092234,2.28556214119563,0.0246285314523389,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"149","3q29",0.199031601544499,2.26172586812007,0.0261227208564637,"con","ALL","3","q","3q",0,-1,"LUAD","B_cell"
"150","4p16.3",-0.435860756289601,-2.03243338304912,0.045057073396821,"con","ALL","4","p","4p",0,-1,"LUAD","B_cell"
"151","4p16.1",-0.504142122196003,-2.28148797534453,0.0248784623140492,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"152","4p15.32",-0.538303930270887,-2.38601788728267,0.0191272499905642,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"153","4p15.2",-0.558728741448596,-2.45973568383992,0.0158148275136557,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"154","4p14",-0.55225011933028,-2.24514582790926,0.0272084868454232,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"155","4p13",-0.495006736302473,-1.88093222508011,0.0632144362727494,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"156","4p12",-0.509455775941884,-1.90630009206655,0.0598022590163538,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"157","4p11",-0.523761720407278,-1.95125280820405,0.054137088471279,"con","ALL","4","p","4p",0,1,"LUAD","B_cell"
"158","4q12",-0.578995549921166,-2.11711720773944,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"159","4q13.2",-0.627379191204447,-2.21067946351163,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"160","4q21.1",-0.715207018551193,-2.17870843695922,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"161","4q21.22",-0.787348521316928,-2.32764216683317,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"162","4q21.23",-0.808657378873864,-2.37985930590801,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"163","4q22.1",-0.749147588198682,-2.20014145970648,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"164","4q22.3",-0.70894906862176,-2.07778553176303,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"165","4q23",-0.40074269903108,-1.23516638993753,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"166","4q24",-0.506688063220176,-1.6064850800981,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"167","4q25",-0.577163369282181,-1.87919666857042,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"168","4q27",-0.554448295161854,-1.78227236548512,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"169","4q31.1",-0.563934985716342,-1.84024479533012,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"170","4q31.21",-0.596776652042671,-1.97028162100009,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"171","4q31.22",-0.614713946665428,-2.03920480792271,1,"con","ALL","4","q","4q",0,-1,"LUAD","B_cell"
"172","4q32.1",-0.694312434530768,-2.25642296412606,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"173","4q32.2",-0.693632713451968,-2.24139146342115,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"174","4q34.1",-0.723227894934124,-2.41269486218023,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"175","4q34.2",-0.726504289881307,-2.44713195153421,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"176","4q35.1",-0.808480642490905,-2.80449775565782,1,"con","ALL","4","q","4q",0,1,"LUAD","B_cell"
"177","5p15.33",-0.0421717113633224,-0.351259792534801,0.726214427955964,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"178","5p15.31",-0.0523685436044815,-0.399592765361448,0.690403209335669,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"179","5p15.2",-0.0548043942555503,-0.400593254446898,0.689668980673634,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"180","5p15.1",-0.0580958524141508,-0.389397106095699,0.697902283382108,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"181","5p13.3",-0.0644722715616129,-0.40580767071986,0.685847099370154,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"182","5p13.1",-0.0763708966891187,-0.415619288501723,0.67867789522276,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"183","5p12",-0.0965363959191085,-0.508353872451253,0.612449008538013,"con","ALL","5","p","5p",0,1,"LUAD","B_cell"
"184","5q11.1",-0.128164049335589,-0.617068695125884,0.538747407673016,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"185","5q11.2",-0.202085613760533,-0.977749344886801,0.330819202222563,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"186","5q12.1",-0.242597575082563,-1.22553940448912,0.22356946851231,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"187","5q12.3",-0.226318565558804,-1.21145219323937,0.228893400740778,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"188","5q13.1",-0.225605715094171,-1.25312253161897,0.213407007012696,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"189","5q13.2",-0.190513941411257,-1.15620507857084,0.250657237923366,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"190","5q13.3",-0.172863196995267,-1.1123426944162,0.268953226436606,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"191","5q14.1",-0.169310520321868,-1.11166602385321,0.269242601760228,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"192","5q14.2",-0.175813672290856,-1.19050281221754,0.23697947469987,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"193","5q14.3",-0.182230572349453,-1.24315225140216,0.217040529070572,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"194","5q15",-0.187648221596383,-1.27136205209394,0.206875762559709,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"195","5q21.1",-0.185006115630201,-1.24407559618681,0.216702140188327,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"196","5q21.3",-0.190172329792827,-1.26624094154408,0.20869446627214,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"197","5q22.2",-0.200327383660567,-1.30298319517739,0.195904379382968,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"198","5q22.3",-0.197090331044856,-1.25347722439721,0.213278571576761,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"199","5q23.1",-0.194490135004236,-1.2302034441259,0.221826800796583,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"200","5q23.2",-0.189808928461901,-1.198617064097,0.23382349434743,"con","ALL","5","q","5q",0,-1,"LUAD","B_cell"
"201","5q31.1",-0.171316986586957,-1.15493385231646,0.251174752896867,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"202","5q31.2",-0.147764126463662,-1.08734350469591,0.279788490493683,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"203","5q31.3",-0.0680266534259437,-0.524192177319157,0.601433500475975,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"204","5q32",-0.00172588233305031,-0.0145808189876151,0.988398875916446,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"205","5q33.1",0.00657087905880806,0.0562853883819471,0.955239227492615,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"206","5q33.2",0.00648259303719373,0.0555990217922588,0.955784486353123,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"207","5q33.3",0.00819212899967556,0.0715512943944594,0.943117764294018,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"208","5q34",0.00582832540128116,0.0516757182005027,0.958901607568329,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"209","5q35.1",0.00619456852242373,0.0555727739762651,0.955805338390873,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"210","5q35.2",-0.000931660763498383,-0.0083920715459555,0.993322748471135,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"211","5q35.3",-0.0116310813961919,-0.111297739149444,0.91162808375611,"con","ALL","5","q","5q",0,1,"LUAD","B_cell"
"212","6p25.2",-0.0851044141398279,-0.360854948815532,0.719053508882669,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"213","6p25.1",-0.044370290210101,-0.193828633196219,0.846746869903569,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"214","6p24.3",-0.0255504855465538,-0.115310889889853,0.90845559264601,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"215","6p24.2",-0.0224487885741342,-0.104460619221214,0.917036262163466,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"216","6p23",0.100312365843354,0.470004876734083,0.639488423222305,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"217","6p22.3",0.0753302959713863,0.401952603080782,0.688671871787931,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"218","6p22.2",0.0817668294948261,0.458852025370233,0.647446658867545,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"219","6p22.1",0.074868450204214,0.446572249589411,0.656256634242765,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"220","6p21.33",0.0619019382546077,0.41400167296709,0.679857851353121,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"221","6p21.32",0.0637720459418718,0.444070460505464,0.65805754018263,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
"222","6p21.31",0.0633486709075331,0.413907282142606,0.679926728608901,"con","ALL","6","p","6p",0,1,"LUAD","B_cell"
