"","Arm","Coefficients","T_val","P_val","Event","-signedlog(P.adj)","cnv_status","TumorType"
"517","Arm13q",-6.57041403021332,-0.832989598564657,0.405568235596138,"ALL",-0.108629078999919,1,"COAD"
"518","Arm14q",1.23234033383721,0.103308095473942,0.917793203853168,"ALL",0.0100034470022707,-1,"COAD"
"519","Arm15q",-11.9273940711519,-0.874816611018604,0.382431573368359,"ALL",-0.108629078999919,-1,"COAD"
"520","Arm16p",12.6724447317218,0.728771068613355,0.466757400934348,"ALL",0.0983361721158731,1,"COAD"
"521","Arm16q",-5.73385502732544,-0.33248813051042,0.739772175429934,"ALL",-0.0100034470022707,1,"COAD"
"522","Arm17p",-0.438316670323841,-0.049606729418382,0.960471533991029,"ALL",-0.0100034470022707,-1,"COAD"
"523","Arm17q",-22.7088000419634,-1.82881470074071,0.068502504035855,"ALL",-0.50575220576617,1,"COAD"
"524","Arm18p",25.8341304932835,2.77797206408191,0.00584366234739855,"ALL",1.09765228397826,-1,"COAD"
"525","Arm18q",36.4555149791546,3.58202350859995,0.000402606331395635,"ALL",1.78233554294977,-1,"COAD"
"526","Arm19p",42.4982703672542,2.52289897472218,0.012199349113522,"ALL",0.902939474748774,1,"COAD"
"527","Arm19q",28.5130443527516,1.84645767948814,0.0658924482890677,"ALL",0.50575220576617,1,"COAD"
"528","Arm20p",3.87791561196459,0.593649474221126,0.553231032777395,"ALL",0.0914676413161289,1,"COAD"
"529","Arm20q",-11.9422303230602,-1.44027805127991,0.150918026184081,"ALL",-0.249867711892089,1,"COAD"
"530","Arm21q",-26.9537309522561,-2.28210836613814,0.0232413689281853,"ALL",-0.719924442983706,-1,"COAD"
"531","Arm22q",-15.6502511897212,-1.12099332023972,0.263261603038061,"ALL",-0.108629078999919,-1,"COAD"
"532","ArmXp",-0.611284406708099,-0.0285683018819182,0.97722946463909,"ALL",-0.0100034470022707,-1,"COAD"
"533","ArmXq",6.47241679721049,0.273872300733149,0.7843868685341,"ALL",0.0100034470022707,1,"COAD"
"534","Arm1p",-16.5534054458063,-1.24300303238978,0.220304427547794,"ALL",-0.209783432064813,-1,"DLBC"
"535","Arm1q",-11.1599451099282,-1.37287312246565,0.176595026986098,"ALL",-0.209783432064813,1,"DLBC"
"536","Arm2p",-1.64436314385821,-0.217158819032871,0.829066176637872,"ALL",-0.0188528829656656,1,"DLBC"
"537","Arm2q",-14.0968693756375,-1.20920831857064,0.232897771437897,"ALL",-0.209783432064813,1,"DLBC"
"538","Arm3p",16.8422737313368,3.13138836572479,0.00305479943080646,"ALL",0.902233442270758,1,"DLBC"
"539","Arm3q",14.0497154089384,2.82763678741235,0.0069752590048342,"ALL",0.844685800506586,1,"DLBC"
"540","Arm4p",-22.6706122528283,-1.06199324295732,0.293905121590116,"ALL",-0.209783432064813,-1,"DLBC"
"541","Arm4q",5.93912727903019,0.856684548024439,0.396158476578266,"ALL",0.180471167840863,-1,"DLBC"
"542","Arm5p",-0.433572541638281,-0.0535655859903154,0.957518375224297,"ALL",-0.0188528829656656,1,"DLBC"
"543","Arm5q",-3.46145509448766,-0.402476255271837,0.689239130248832,"ALL",-0.0299171547472156,1,"DLBC"
"544","Arm6p",11.1599967942797,1.32688003362959,0.191242269423868,"ALL",0.209783432064813,1,"DLBC"
"545","Arm6q",9.40651179521331,2.09421847984118,0.0419035166550395,"ALL",0.390346524466125,-1,"DLBC"
"546","Arm7p",4.5981137424234,0.966293950508147,0.33906178914465,"ALL",0.199359974751021,1,"DLBC"
"547","Arm7q",4.15090985006358,0.7093689237077,0.481755021381825,"ALL",0.119363241204229,1,"DLBC"
"548","Arm8p",3.10068217323741,0.675613627400497,0.50274328843146,"ALL",0.117233625916147,-1,"DLBC"
"549","Arm8q",0.953783185812196,0.124856159357245,0.901193530874361,"ALL",0.0188528829656656,1,"DLBC"
"550","Arm9p",5.75163605658678,0.994191924796266,0.325445550444054,"ALL",0.199359974751021,1,"DLBC"
"551","Arm9q",6.78322101852331,1.13965015558879,0.260462112322742,"ALL",0.209783432064813,1,"DLBC"
"552","Arm10p",0.812635325982946,0.102233824401208,0.91902529216469,"ALL",0.0188528829656656,1,"DLBC"
"553","Arm10q",-2.65226390252867,-0.379955444237393,0.705765918429801,"ALL",-0.0299171547472156,1,"DLBC"
"554","Arm11p",-7.57298221236276,-0.852463823187267,0.398471125883343,"ALL",-0.180471167840863,1,"DLBC"
"555","Arm11q",-8.14104714954005,-1.48978992265408,0.143255606477837,"ALL",-0.209783432064813,1,"DLBC"
"556","Arm12p",-11.6075139004658,-2.01740862522583,0.0496408973026257,"ALL",-0.390346524466125,1,"DLBC"
"557","Arm12q",-11.8466255746264,-1.84186195507617,0.0720913981129612,"ALL",-0.374430735148456,1,"DLBC"
"558","Arm13q",4.07176078116673,0.470314521364823,0.640401887431333,"ALL",0.0431615379510017,1,"DLBC"
"559","Arm14q",8.28950925786494,0.845282870770296,0.402425029082507,"ALL",0.180471167840863,1,"DLBC"
"560","Arm15q",-3.20662389029383,-0.513759647747007,0.60993366579173,"ALL",-0.0490915693610863,-1,"DLBC"
"561","Arm16p",-6.29092273458205,-1.04648016010772,0.300928074908422,"ALL",-0.209783432064813,1,"DLBC"
"562","Arm16q",0.905804504564074,0.191961670400965,0.84863585064136,"ALL",0.0188528829656656,1,"DLBC"
"563","Arm17p",-0.811542707844781,-0.14485361233577,0.88547329706494,"ALL",-0.0188528829656656,-1,"DLBC"
"564","Arm17q",-8.08713191440899,-1.08661691317494,0.282992554770633,"ALL",-0.209783432064813,-1,"DLBC"
"565","Arm18p",6.44619027588773,2.32031379779852,0.0249159347614242,"ALL",0.467860212930211,1,"DLBC"
"566","Arm18q",5.59153542731509,1.8747573862448,0.0673253814172654,"ALL",0.374430735148456,1,"DLBC"
"567","Arm19p",-16.6727738610423,-1.60791565695362,0.114848290008879,"ALL",-0.230181596960028,1,"DLBC"
"568","Arm19q",-15.0673558367716,-1.31379133920216,0.195575097830974,"ALL",-0.209783432064813,1,"DLBC"
"569","Arm20p",-11.2007252888925,-1.10953235839277,0.273094870508118,"ALL",-0.209783432064813,1,"DLBC"
"570","Arm20q",-13.8306981164932,-1.07998360379339,0.285903961761398,"ALL",-0.209783432064813,1,"DLBC"
"571","Arm21q",-1.19101645593434,-0.202294725526125,0.840598140613056,"ALL",-0.0188528829656656,1,"DLBC"
"572","Arm22q",0.492465795305425,0.0567113987224444,0.955026161027368,"ALL",0.0188528829656656,-1,"DLBC"
"573","ArmXp",-2.94247557949656,-0.300444125354381,0.765222093466325,"ALL",-0.0188528829656656,1,"DLBC"
"574","ArmXq",0.613922609170844,0.0600144276252606,0.952409884624157,"ALL",0.0188528829656656,1,"DLBC"
"575","Arm1p",-0.554361013120965,-0.0781978474311452,0.937854465418965,"ALL",-0.00794636472824702,-1,"ESCA.AD"
"576","Arm1q",-7.9670892137609,-1.18905311899245,0.237729931545802,"ALL",-0.181250146858772,1,"ESCA.AD"
"577","Arm2p",-6.92464671495747,-0.633139627939956,0.528342277492635,"ALL",-0.0956645434925553,1,"ESCA.AD"
"578","Arm2q",-9.07384030688971,-0.882081423598995,0.380220455836523,"ALL",-0.141977843813176,1,"ESCA.AD"
"579","Arm3p",0.626039485404004,0.0963563319393252,0.923464395401213,"ALL",0.00794636472824702,-1,"ESCA.AD"
"580","Arm3q",-3.08285148751325,-0.445057268917297,0.657409693250169,"ALL",-0.0434523082240962,1,"ESCA.AD"
"581","Arm4p",1.19352855983804,0.236820414966581,0.813365916711816,"ALL",0.0155091897264966,-1,"ESCA.AD"
"582","Arm4q",4.13774663645763,0.738356977352476,0.462331342962582,"ALL",0.119379070862297,-1,"ESCA.AD"
"583","Arm5p",8.19474658888963,2.68378133318665,0.00874854043293135,"ALL",0.445280539949145,1,"ESCA.AD"
"584","Arm5q",1.29908112908293,0.26423205502773,0.792240719535893,"ALL",0.0155091897264966,-1,"ESCA.AD"
"585","Arm6p",-0.122213699863619,-0.0281887616860396,0.977577679119704,"ALL",-0.00794636472824702,1,"ESCA.AD"
"586","Arm6q",0.146614238177545,0.0347653336692343,0.972348375468888,"ALL",0.00794636472824702,1,"ESCA.AD"
"587","Arm7p",-0.0946147604114906,-0.0227925202109916,0.981869196159425,"ALL",-0.00794636472824702,1,"ESCA.AD"
"588","Arm7q",1.15293391822927,0.290369226844684,0.772241025051164,"ALL",0.0155091897264966,1,"ESCA.AD"
"589","Arm8p",-4.45246762514052,-1.18068226459201,0.241022316097832,"ALL",-0.181250146858772,1,"ESCA.AD"
"590","Arm8q",-3.72604886459971,-0.869623176355167,0.386955461149024,"ALL",-0.141977843813176,1,"ESCA.AD"
"591","Arm9p",12.137920788794,2.26350307295587,0.0261520433635356,"ALL",0.375619958840417,-1,"ESCA.AD"
"592","Arm9q",7.47240281444291,1.19519553355537,0.235334675363106,"ALL",0.181250146858772,-1,"ESCA.AD"
"593","Arm10p",-10.0701516792784,-1.49969892392429,0.137397627037147,"ALL",-0.245205409180153,1,"ESCA.AD"
"594","Arm10q",-12.6246654500756,-1.35528098888898,0.178918646868387,"ALL",-0.213741784310921,1,"ESCA.AD"
"595","Arm11p",2.02977064122835,0.354539601860485,0.723812618446203,"ALL",0.0189516870881598,-1,"ESCA.AD"
"596","Arm11q",-0.2149140200348,-0.0314922418307261,0.974950808871687,"ALL",-0.00794636472824702,-1,"ESCA.AD"
"597","Arm12p",-5.15581776188414,-0.977057338853039,0.331313376626662,"ALL",-0.145730773555273,-1,"ESCA.AD"
"598","Arm12q",-6.8179537980899,-0.985619312800884,0.327117257539864,"ALL",-0.145730773555273,-1,"ESCA.AD"
"599","Arm13q",-3.44560579712888,-0.736905302095085,0.463209098219397,"ALL",-0.119379070862297,1,"ESCA.AD"
"600","Arm14q",13.2373201850956,1.95957997366216,0.0533220228366306,"ALL",0.359279531065711,-1,"ESCA.AD"
"601","Arm15q",-11.3540280291077,-1.69879837688368,0.0930147911102236,"ALL",-0.263762168216074,-1,"ESCA.AD"
"602","Arm16p",-8.59841499186465,-1.4947655947941,0.138679010460063,"ALL",-0.245205409180153,-1,"ESCA.AD"
"603","Arm16q",-1.31588511885633,-0.223463142302427,0.823711250790358,"ALL",-0.0155091897264966,-1,"ESCA.AD"
"604","Arm17p",1.66761135848315,0.438631679272678,0.662041310638349,"ALL",0.0434523082240962,-1,"ESCA.AD"
"605","Arm17q",2.49827378945742,0.583682774789476,0.560979444022113,"ALL",0.0854272269337498,1,"ESCA.AD"
"606","Arm18p",6.55921129677955,1.81679095999471,0.0727737336893601,"ALL",0.303392736495801,-1,"ESCA.AD"
"607","Arm18q",3.83350433865406,0.883176202984523,0.379632135649515,"ALL",0.141977843813176,-1,"ESCA.AD"
"608","Arm19p",11.2371017566621,1.56561645033456,0.12115398378867,"ALL",0.245205409180153,-1,"ESCA.AD"
"609","Arm19q",7.67570988412746,1.40401266425971,0.163958327769972,"ALL",0.2138753481913,-1,"ESCA.AD"
"610","Arm20p",8.69144994037219,2.09868961173667,0.0388115053873871,"ALL",0.375619958840417,1,"ESCA.AD"
"611","Arm20q",2.73982086018978,0.650193343140876,0.517320847832653,"ALL",0.0956645434925553,1,"ESCA.AD"
"612","Arm21q",-12.9597727655619,-2.07424088178282,0.0410824349034923,"ALL",-0.375619958840417,-1,"ESCA.AD"
"613","Arm22q",7.42093752062121,1.12694753691316,0.262936057678965,"ALL",0.171485978866669,-1,"ESCA.AD"
"614","ArmXp",-4.48777514593598,-1.01785666113918,0.311634527812736,"ALL",-0.145730773555273,-1,"ESCA.AD"
"615","ArmXq",-3.48939230416866,-0.766729001205494,0.445366969898414,"ALL",-0.119379070862297,-1,"ESCA.AD"
"616","Arm1p",15.2423720614052,1.3291480705669,0.185481367438937,"ALL",0.118915854261181,-1,"ESCA"
"617","Arm1q",-3.31005950616159,-0.329750485615118,0.741971926867178,"ALL",-0.000942802118166035,1,"ESCA"
"618","Arm2p",-29.4004857341192,-2.09777901134132,0.0373209014806952,"ALL",-0.275752837709356,1,"ESCA"
"619","Arm2q",-25.448663915672,-1.87297314208938,0.0626933853402791,"ALL",-0.192054412944308,1,"ESCA"
"620","Arm3p",11.8154013620182,1.60804276423972,0.10957841201946,"ALL",0.189409801167221,-1,"ESCA"
"621","Arm3q",-5.86656287373971,-0.932160082807914,0.35250242214135,"ALL",-0.0699345728541813,1,"ESCA"
"622","Arm4p",13.2295626687965,1.7169478114102,0.0877087930502753,"ALL",0.189409801167221,-1,"ESCA"
"623","Arm4q",17.9543046595911,2.08177180262119,0.0387779244596282,"ALL",0.275752837709356,-1,"ESCA"
"624","Arm5p",6.22269251231318,1.24725172309778,0.213925573268713,"ALL",0.0983461239715948,1,"ESCA"
"625","Arm5q",4.50924312848147,0.602688184594675,0.547474687418327,"ALL",0.00801720040305236,-1,"ESCA"
"626","Arm6p",0.894668858279216,0.10611408610133,0.915610001089945,"ALL",0.000942802118166035,1,"ESCA"
"627","Arm6q",6.84162972903597,0.810507191027836,0.418719028447402,"ALL",0.0550734750071434,-1,"ESCA"
"628","Arm7p",-3.40210817575177,-0.488418929102737,0.62584762367644,"ALL",-0.000942802118166035,1,"ESCA"
"629","Arm7q",-1.62463941472314,-0.224847758366464,0.822352759592805,"ALL",-0.000942802118166035,1,"ESCA"
"630","Arm8p",-0.819840709576476,-0.133323542195303,0.894086445565277,"ALL",-0.000942802118166035,1,"ESCA"
"631","Arm8q",0.0925773888616463,0.0139583482191865,0.98887867005558,"ALL",0.000942802118166035,1,"ESCA"
"632","Arm9p",9.92231748780448,1.45764220065551,0.146681644361445,"ALL",0.175082882784318,-1,"ESCA"
"633","Arm9q",8.40063385374682,1.12283603088968,0.263002568702984,"ALL",0.0825711392149062,-1,"ESCA"
"634","Arm10p",-6.63076373675495,-0.755072034058455,0.451192594626426,"ALL",-0.0550734750071434,-1,"ESCA"
"635","Arm10q",-3.63301887332866,-0.328893489007443,0.742618536249149,"ALL",-0.000942802118166035,-1,"ESCA"
"636","Arm11p",-0.113003672616614,-0.012740106878509,0.989849249910275,"ALL",-0.000942802118166035,-1,"ESCA"
"637","Arm11q",0.914927766660057,0.1242622101555,0.901246324142758,"ALL",0.000942802118166035,-1,"ESCA"
"638","Arm12p",5.52270507544065,0.773325517904775,0.440344133596421,"ALL",0.0550734750071434,1,"ESCA"
"639","Arm12q",4.59082326289734,0.444995450210916,0.656857692668533,"ALL",0.000942802118166035,1,"ESCA"
"640","Arm13q",-8.35883649861644,-1.07830535507985,0.282340409158744,"ALL",-0.0825711392149062,-1,"ESCA"
"641","Arm14q",0.344442780054636,0.0407335477840444,0.967553462111597,"ALL",0.000942802118166035,1,"ESCA"
"642","Arm15q",-12.5474832969882,-1.08919583649271,0.277523618507729,"ALL",-0.0825711392149062,-1,"ESCA"
"643","Arm16p",-0.0249550094347806,-0.00272162686897461,0.997831472557415,"ALL",-0.000942802118166035,-1,"ESCA"
"644","Arm16q",2.24866409885075,0.24352666509614,0.807874750229623,"ALL",0.000942802118166035,-1,"ESCA"
"645","Arm17p",1.94124742499564,0.269992880323167,0.787475022215115,"ALL",0.000942802118166035,-1,"ESCA"
"646","Arm17q",5.07843442237993,0.597814882360853,0.5507148392536,"ALL",0.00801720040305236,1,"ESCA"
"647","Arm18p",2.22986948211231,0.352252298096552,0.725061137767052,"ALL",0.000942802118166035,-1,"ESCA"
"648","Arm18q",-0.26565577637866,-0.0355725677497208,0.97166260010867,"ALL",-0.000942802118166035,-1,"ESCA"
"649","Arm19p",9.21345728749282,0.793099679121737,0.42876390655729,"ALL",0.0550734750071434,-1,"ESCA"
"650","Arm19q",9.5424736303526,0.931264587596261,0.352964064474266,"ALL",0.0699345728541813,-1,"ESCA"
"651","Arm20p",16.2918431883166,2.4005791107965,0.0173882116369057,"ALL",0.275752837709356,1,"ESCA"
"652","Arm20q",10.9421830243012,1.51556599443898,0.131383242403064,"ALL",0.175082882784318,1,"ESCA"
"653","Arm21q",-2.94180025746276,-0.349054871002163,0.72745609753315,"ALL",-0.000942802118166035,-1,"ESCA"
"654","Arm22q",-14.9365520658338,-1.60437947558571,0.110383556355981,"ALL",-0.189409801167221,-1,"ESCA"
"655","ArmXp",-7.85862066154698,-1.00030494707346,0.318505775779306,"ALL",-0.0699345728541813,-1,"ESCA"
"656","ArmXq",-3.27798762268426,-0.382359542121738,0.70264577293224,"ALL",-0.000942802118166035,-1,"ESCA"
"657","Arm1p",16.1175101949727,1.79302871388881,0.0762545683203589,"ALL",0.241246419894539,1,"ESCA.SC"
"658","Arm1q",2.24941848320207,0.299976431973147,0.764871869564122,"ALL",0.0421513012843774,1,"ESCA.SC"
"659","Arm2p",-18.5907355969522,-2.00470735822427,0.0479337986668493,"ALL",-0.241246419894539,1,"ESCA.SC"
"660","Arm2q",-16.320462672105,-1.79647975815741,0.0757002716043542,"ALL",-0.241246419894539,1,"ESCA.SC"
"661","Arm3p",6.50782308121338,1.37104211232027,0.173697123938461,"ALL",0.206476241450615,-1,"ESCA.SC"
"662","Arm3q",-3.10277871433086,-0.78427111005186,0.434895731388424,"ALL",-0.065628134622296,1,"ESCA.SC"
"663","Arm4p",9.78152787888557,1.70383763836695,0.0917870125412057,"ALL",0.241246419894539,-1,"ESCA.SC"
"664","Arm4q",14.1315373311177,2.16796586285725,0.0327420791377959,"ALL",0.241246419894539,-1,"ESCA.SC"
"665","Arm5p",-1.22356914834302,-0.297145148994264,0.767025573352577,"ALL",-0.0421513012843774,1,"ESCA.SC"
"666","Arm5q",2.44716765935652,0.440378599869065,0.66069588604176,"ALL",0.0443357954067218,-1,"ESCA.SC"
"667","Arm6p",1.26692177846909,0.129328804142744,0.89737980856354,"ALL",0.0421513012843774,-1,"ESCA.SC"
"668","Arm6q",15.8926590208689,1.52987228201475,0.129479611718176,"ALL",0.229257264343907,-1,"ESCA.SC"
"669","Arm7p",-3.5671071826113,-0.588922578672288,0.557356479871455,"ALL",-0.065628134622296,1,"ESCA.SC"
"670","Arm7q",-3.61621355186674,-0.544892523964153,0.587145910032819,"ALL",-0.065628134622296,1,"ESCA.SC"
"671","Arm8p",2.74588330195155,0.57689416209274,0.56541990074284,"ALL",0.065628134622296,1,"ESCA.SC"
"672","Arm8q",1.72166261615086,0.345616854408428,0.730419714667477,"ALL",0.0421513012843774,1,"ESCA.SC"
"673","Arm9p",0.520787763488694,0.11650747280125,0.907504315041555,"ALL",0.0421513012843774,-1,"ESCA.SC"
"674","Arm9q",2.66647958991251,0.554648696209344,0.580480892571968,"ALL",0.065628134622296,-1,"ESCA.SC"
"675","Arm10p",1.29316675145858,0.208913304995606,0.834977784045792,"ALL",0.0421513012843774,-1,"ESCA.SC"
"676","Arm10q",3.5016292184583,0.459504161899467,0.646956131150921,"ALL",0.0443357954067218,-1,"ESCA.SC"
"677","Arm11p",-4.31910216467872,-0.651429710911964,0.516393095804497,"ALL",-0.065628134622296,-1,"ESCA.SC"
"678","Arm11q",-0.540752004923641,-0.116956665989689,0.907149336399034,"ALL",-0.0421513012843774,-1,"ESCA.SC"
"679","Arm12p",8.99843479067616,1.6717874488292,0.0979642828129163,"ALL",0.241246419894539,1,"ESCA.SC"
"680","Arm12q",10.463936203901,1.344982728713,0.181937049694031,"ALL",0.206476241450615,1,"ESCA.SC"
"681","Arm13q",-8.98657699265101,-1.28230849266852,0.202956151387235,"ALL",-0.193757276725882,-1,"ESCA.SC"
"682","Arm14q",-6.2952559693275,-1.09758516794732,0.275250088778734,"ALL",-0.151082305617445,1,"ESCA.SC"
"683","Arm15q",3.48390725729339,0.366664590318031,0.714711169760073,"ALL",0.0421513012843774,-1,"ESCA.SC"
"684","Arm16p",11.8769858082952,1.60286607161072,0.112392177192773,"ALL",0.239570046087593,1,"ESCA.SC"
"685","Arm16q",8.16505583826366,1.0580389034341,0.292807879212587,"ALL",0.151082305617445,1,"ESCA.SC"
"686","Arm17p",-1.41488291402329,-0.190412561889099,0.84940539002259,"ALL",-0.0421513012843774,-1,"ESCA.SC"
"687","Arm17q",-1.41360459376026,-0.150788960963059,0.880472321355332,"ALL",-0.0421513012843774,1,"ESCA.SC"
"688","Arm18p",-6.15018596269047,-1.09366832424042,0.276955794304073,"ALL",-0.151082305617445,1,"ESCA.SC"
"689","Arm18q",-6.06849090932039,-0.953672688734844,0.342748372145078,"ALL",-0.107513247562688,-1,"ESCA.SC"
"690","Arm19p",-6.15075491578711,-0.675347701248554,0.501148800544568,"ALL",-0.065628134622296,-1,"ESCA.SC"
"691","Arm19q",-6.94763665294053,-0.715862177401474,0.475889507659855,"ALL",-0.065628134622296,-1,"ESCA.SC"
"692","Arm20p",6.56781756329079,1.2050090296766,0.231290324505909,"ALL",0.169186713509902,1,"ESCA.SC"
"693","Arm20q",10.2120612500875,1.47196476802025,0.144443039599352,"ALL",0.227519524316559,1,"ESCA.SC"
"694","Arm21q",3.31764770168775,0.563636764663269,0.574372672363464,"ALL",0.065628134622296,-1,"ESCA.SC"
"695","Arm22q",-25.2406324023619,-3.29160135856633,0.00141380543872577,"ALL",-1.23682649527734,1,"ESCA.SC"
"696","ArmXp",-3.79741103328622,-0.547875994315311,0.58510390506504,"ALL",-0.065628134622296,-1,"ESCA.SC"
"697","ArmXq",1.54822652517827,0.16218961195653,0.871512228948483,"ALL",0.0421513012843774,1,"ESCA.SC"
"698","Arm1p",6.77803726715677,0.450064638099105,0.653350161606522,"ALL",0.0905840802987915,1,"GBM"
"699","Arm1q",7.0677321795836,0.535906610886693,0.59286153048625,"ALL",0.0913841271786189,1,"GBM"
"700","Arm2p",28.254490698169,1.0945123126648,0.27558342321997,"ALL",0.179792243744308,1,"GBM"
"701","Arm2q",42.4128456995525,1.45729516919147,0.147242810319894,"ALL",0.179792243744308,1,"GBM"
"702","Arm3p",-14.6391344464686,-1.12383869539904,0.262977769373691,"ALL",-0.179792243744308,1,"GBM"
"703","Arm3q",-14.7173427700091,-1.06598681009458,0.288238715023778,"ALL",-0.179792243744308,1,"GBM"
"704","Arm4p",-9.67514439111044,-0.898543657644512,0.370416859485301,"ALL",-0.160948078773995,-1,"GBM"
"705","Arm4q",-10.7709897348247,-0.960241486632251,0.338565884389755,"ALL",-0.179792243744308,-1,"GBM"
"706","Arm5p",18.7150145362688,1.21884968892382,0.22492219839974,"ALL",0.179792243744308,1,"GBM"
"707","Arm5q",29.5244814891685,1.71881505595871,0.0878273101897166,"ALL",0.288684601096321,-1,"GBM"
"708","Arm6p",-22.7203319337213,-1.94401484288238,0.0538708164461417,"ALL",-0.354832590014134,-1,"GBM"
"709","Arm6q",-12.1029514055177,-1.35772511768421,0.176704586360525,"ALL",-0.179792243744308,-1,"GBM"
"710","Arm7p",3.71295186894476,0.728526012035734,0.46749140008889,"ALL",0.107113153751691,1,"GBM"
"711","Arm7q",-0.783141431277586,-0.143873609255088,0.885804254217546,"ALL",-0.0309429885838442,1,"GBM"
"712","Arm8p",1.76558478718045,0.159571560460967,0.873445332319245,"ALL",0.0309429885838442,-1,"GBM"
"713","Arm8q",6.05987654204204,0.620204490272176,0.53611721027982,"ALL",0.0953734821648324,1,"GBM"
"714","Arm9p",0.565311570480514,0.0903876419108942,0.928106548392049,"ALL",0.0216782976970316,-1,"GBM"
"715","Arm9q",-9.09639107185734,-1.1656436015115,0.245712773107192,"ALL",-0.179792243744308,-1,"GBM"
"716","Arm10p",-8.84903824535286,-1.03380312585068,0.302985644279751,"ALL",-0.179792243744308,-1,"GBM"
"717","Arm10q",-11.7371686440867,-1.30158701494988,0.195165274440496,"ALL",-0.179792243744308,-1,"GBM"
"718","Arm11p",8.17104502956388,0.572543556789295,0.567859190514798,"ALL",0.0953734821648324,-1,"GBM"
"719","Arm11q",-49.0539900110474,-2.59678704391196,0.0104002684543018,"ALL",-0.728579102991137,-1,"GBM"
"720","Arm12p",9.26861335517554,0.974310564000492,0.331559187982696,"ALL",0.179792243744308,1,"GBM"
"721","Arm12q",12.364087555068,1.09136768150593,0.276959443550858,"ALL",0.179792243744308,1,"GBM"
"722","Arm13q",-7.70271353034298,-0.971865555951529,0.33277000433425,"ALL",-0.179792243744308,-1,"GBM"
"723","Arm14q",-5.48658605824828,-0.713871836550447,0.476478159150789,"ALL",-0.107113153751691,-1,"GBM"
"724","Arm15q",3.1744336566031,0.27658690640345,0.7824994967844,"ALL",0.0500345771183036,-1,"GBM"
"725","Arm16p",-8.89790309676962,-0.592852868860221,0.55422260594968,"ALL",-0.0953734821648324,-1,"GBM"
"726","Arm16q",-21.2101897938013,-1.84360142113517,0.0673258079686863,"ALL",-0.337185819634776,-1,"GBM"
"727","Arm17p",-0.567862771046762,-0.039869407023889,0.968253241600462,"ALL",-0.0140110403714831,-1,"GBM"
"728","Arm17q",-3.97289536523059,-0.230897991139315,0.817726398415156,"ALL",-0.0428098491708225,1,"GBM"
"729","Arm18p",10.1613075419267,0.996941578476918,0.320488679558237,"ALL",0.179792243744308,-1,"GBM"
"730","Arm18q",8.07589486592004,0.794452528400256,0.42825777740863,"ALL",0.117238720550021,-1,"GBM"
"731","Arm19p",-4.45747922789436,-0.479168775124011,0.632555655066186,"ALL",-0.0912673789068113,1,"GBM"
"732","Arm19q",-3.0548406707105,-0.3356072332629,0.73766240010129,"ALL",-0.0634265403314287,1,"GBM"
"733","Arm20p",-3.55318913325193,-0.374351027680686,0.708701599703903,"ALL",-0.0682316472565106,1,"GBM"
"734","Arm20q",-5.52536151622341,-0.58186195292838,0.561582278821276,"ALL",-0.0953734821648324,1,"GBM"
"735","Arm21q",28.8221254644625,2.6169527644479,0.00983243809528101,"ALL",0.728579102991137,1,"GBM"
"736","Arm22q",3.60288229695167,0.486282244453796,0.627516692307213,"ALL",0.0912673789068113,-1,"GBM"
"737","ArmXp",29.7553456283973,2.38862127748912,0.0182262377726508,"ALL",0.728579102991137,-1,"GBM"
"738","ArmXq",33.8499159122332,2.48645556384646,0.0140610546351463,"ALL",0.728579102991137,-1,"GBM"
"739","Arm1p",-20.1500436648474,-1.06675739051865,0.286838287830837,"ALL",-0.160027943172461,-1,"HNSC.HPVneg"
"740","Arm1q",6.33155796535726,0.396297789616055,0.692133951411156,"ALL",0.0751033034097597,1,"HNSC.HPVneg"
"741","Arm2p",38.7080634289728,1.98780639429208,0.0476348479589009,"ALL",0.709291359907314,1,"HNSC.HPVneg"
"742","Arm2q",-36.8546793125882,-1.73817607672881,0.0830851222862191,"ALL",-0.509085565033006,1,"HNSC.HPVneg"
"743","Arm3p",16.1827893024818,1.99961424825412,0.0463372289633554,"ALL",0.709291359907314,-1,"HNSC.HPVneg"
"744","Arm3q",13.3259163567146,1.49942233090908,0.134692037004437,"ALL",0.371817574602479,1,"HNSC.HPVneg"
"745","Arm4p",6.7942800889401,0.605318819803305,0.545370993618493,"ALL",0.097682139011787,-1,"HNSC.HPVneg"
"746","Arm4q",-12.0221140105651,-0.838019300185762,0.402608583608838,"ALL",-0.124185828429482,-1,"HNSC.HPVneg"
"747","Arm5p",-2.76590256101567,-0.323044901314558,0.746859818814062,"ALL",-0.0751033034097597,1,"HNSC.HPVneg"
"748","Arm5q",17.4069325057206,2.04296958764568,0.0418261560552142,"ALL",0.709291359907314,-1,"HNSC.HPVneg"
"749","Arm6p",-5.20206820004175,-0.361385020102515,0.718036106681077,"ALL",-0.0751033034097597,1,"HNSC.HPVneg"
"750","Arm6q",-5.33725511769547,-0.317775114390298,0.750850603018921,"ALL",-0.0751033034097597,-1,"HNSC.HPVneg"
"751","Arm7p",-7.24832460114408,-0.746537335796878,0.45585877424912,"ALL",-0.124185828429482,1,"HNSC.HPVneg"
"752","Arm7q",0.395738987520715,0.0331728759158834,0.973556193463331,"ALL",0.0116389760322716,1,"HNSC.HPVneg"
"753","Arm8p",5.10485618755975,0.67215254925449,0.501943076569516,"ALL",0.117925439165715,-1,"HNSC.HPVneg"
