"","Cytoband","Coefficients","T_val","P_val","cnv_type","Event","Chromosome","Arm","ChrArm","-signedlog(P.adj)","cnv_status","TumorType","CellType"
"628","2p23.3",0.777453596000766,1.08876562571942,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"629","2p23.2",1.44149766571486,1.91277232367812,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"630","2p22.3",1.50864066260985,2.03229498797722,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"631","2p22.2",1.75941275452588,2.55702693681456,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"632","2p22.1",1.86702643671805,2.96919597212665,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"633","2p21",1.90978851617674,3.28072958315021,1,"con","ALL","2","p","2p",0,-1,"LUAD","CD4_T"
"634","2p16.2",1.96525762419707,3.73841891389815,1,"con","ALL","2","p","2p",0,-1,"LUAD","CD4_T"
"635","2p16.1",1.97134606688854,3.87946470471218,1,"con","ALL","2","p","2p",0,-1,"LUAD","CD4_T"
"636","2p15",1.90894034152855,3.90803740733041,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"637","2p14",1.88944631264519,3.84067685342091,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"638","2p13.3",1.98538831174896,4.03464376392089,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"639","2p13.2",2.04425847629016,4.06921246032226,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"640","2p13.1",2.10385151698863,3.99886207756333,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"641","2p12",2.18316115745493,3.97324195901208,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"642","2p11.2",2.27407751087938,4.10798530461716,1,"con","ALL","2","p","2p",0,1,"LUAD","CD4_T"
"643","2q11.1",2.24888889720155,3.97593002130172,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"644","2q11.2",2.27738660058021,3.77982083240748,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"645","2q12.2",2.21346938560443,3.40663658177659,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"646","2q12.3",2.22263993227732,3.39541457751237,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"647","2q13",2.23329523443223,3.38141872441706,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"648","2q14.1",2.16612098529643,3.22283908161196,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"649","2q14.2",2.08716370589622,3.03586635134994,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"650","2q14.3",1.92330034093991,2.7979047843093,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"651","2q21.1",1.76609667071722,2.48185039687155,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"652","2q21.3",1.68029282723305,2.39618683889024,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"653","2q23.2",1.5768975596527,2.25800075845818,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"654","2q23.3",1.45555111057758,2.07545228131705,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"655","2q24.2",1.33131647476662,1.88250104286572,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"656","2q31.1",1.29528000565741,1.82224920898935,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"657","2q31.2",0.889444906471884,1.12623141744133,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"658","2q31.3",0.550964121156801,0.678337002295746,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"659","2q32.1",0.659751402726248,0.798549079511198,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"660","2q32.3",0.397313979710717,0.474413890235903,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"661","2q33.1",0.254176088099716,0.281359446104901,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"662","2q33.2",0.0644568092278739,0.0685435760268649,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"663","2q34",0.0662940174271518,0.0771758571049375,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"664","2q35",-0.0529748823970594,-0.0676073019438999,1,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"665","2q36.1",-0.0823491642401799,-0.116177627713559,0.907767768518403,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"666","2q36.3",-0.0610831694582919,-0.0886637828145298,0.929543952775298,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"667","2q37.1",-0.00873237210757114,-0.0138181572742584,0.989005306482748,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"668","2q37.3",-0.0855924510932196,-0.146729994009102,0.883669721296477,"con","ALL","2","q","2q",0,1,"LUAD","CD4_T"
"669","3p26.2",-0.100487382584254,-0.253934202004511,0.80011926912628,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"670","3p26.1",-0.0885179595473441,-0.22473418021118,0.822689934835711,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"671","3p25.3",-0.124051692856131,-0.321245609344844,0.748760928669177,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"672","3p25.2",-0.0932212109210433,-0.244567970744544,0.807341581005612,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"673","3p25.1",-0.0909183470273897,-0.240437500067718,0.810531944426585,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"674","3p24.3",-0.113962571679957,-0.311393177268852,0.75621399220692,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"675","3p24.2",-0.131633165321869,-0.361821567971062,0.71832418613989,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"676","3p24.1",-0.161289258628829,-0.448455753752799,0.654890312559711,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"677","3p23",-0.189162541615394,-0.527869052179025,0.598875048621711,"con","ALL","3","p","3p",-0.00410995705057893,-1,"LUAD","CD4_T"
"678","3p22.3",-0.202296197456456,-0.563501355157431,0.574479503197572,"con","ALL","3","p","3p",-0.0145298957355467,-1,"LUAD","CD4_T"
"679","3p22.2",-0.222674032341861,-0.615058151934672,0.540051351510414,"con","ALL","3","p","3p",-0.033590760046582,-1,"LUAD","CD4_T"
"680","3p22.1",-0.262321023331592,-0.705608804448709,0.482233845517261,"con","ALL","3","p","3p",-0.0557846396127322,-1,"LUAD","CD4_T"
"681","3p21.33",-0.325484837453894,-0.844625013051137,0.400535342559968,"con","ALL","3","p","3p",-0.0963603210442019,-1,"LUAD","CD4_T"
"682","3p21.31",-0.432951114722207,-1.00111734292437,0.319424737834081,"con","ALL","3","p","3p",-0.13778055172061,-1,"LUAD","CD4_T"
"683","3p21.2",-0.557085283755096,-1.07788563927612,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"684","3p21.1",-0.767716411707426,-1.32001905233523,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"685","3p14.3",-0.922788886230891,-1.45144259788873,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"686","3p14.1",-1.11324281294602,-1.67160555468601,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"687","3p13",-1.15502092019305,-1.73555443146158,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"688","3p11.2",-1.14395714392799,-1.67936438897563,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"689","3p11.1",-1.17596699498393,-1.70244049158431,1,"con","ALL","3","p","3p",0,-1,"LUAD","CD4_T"
"690","3q11.2",-1.07098984893513,-1.50563621601531,1,"con","ALL","3","q","3q",0,-1,"LUAD","CD4_T"
"691","3q12.2",-0.740680839591436,-1.08297522783137,1,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"692","3q12.3",-0.690501007729285,-1.00471353243835,1,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"693","3q13.12",-0.619148570509066,-0.921220199931237,1,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"694","3q13.13",-0.57735999136711,-0.868987206844865,1,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"695","3q13.2",-0.529562753418952,-0.802010142940605,1,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"696","3q13.31",-0.456465739216606,-0.698623489910809,1,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"697","3q13.33",-0.156979640707425,-0.2605878781068,0.794999106982405,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"698","3q21.1",0.0477191319710531,0.0867662463692155,0.931047953435906,"con","ALL","3","q","3q",0,1,"LUAD","CD4_T"
"699","3q21.3",0.345950608053737,0.685144751392259,0.494994139200197,"con","ALL","3","q","3q",0.0505377448040655,1,"LUAD","CD4_T"
"700","3q22.1",0.512362032039846,1.03770161867254,0.302158509491427,"con","ALL","3","q","3q",0.13999875981785,1,"LUAD","CD4_T"
"701","3q22.2",0.599106329125499,1.22939543319663,0.222092885872905,"con","ALL","3","q","3q",0.180544552073422,-1,"LUAD","CD4_T"
"702","3q22.3",0.730083708933465,1.5526871642179,0.123968969527089,"con","ALL","3","q","3q",0.270460886535128,-1,"LUAD","CD4_T"
"703","3q23",0.908766580126371,2.11446815874464,0.0372095853964255,"con","ALL","3","q","3q",0.486500127430322,-1,"LUAD","CD4_T"
"704","3q24",0.972227983965415,2.53906897825594,0.0128124986673471,"con","ALL","3","q","3q",0.760503190774812,-1,"LUAD","CD4_T"
"705","3q25.1",1.06154507330128,3.15321516915381,0.00218778314030073,"con","ALL","3","q","3q",1.26661129841375,-1,"LUAD","CD4_T"
"706","3q25.2",1.06242108056645,3.51526684084977,0.000686937855487948,"con","ALL","3","q","3q",1.68672388460071,-1,"LUAD","CD4_T"
"707","3q25.31",1.071196738186,3.75691018333778,0.000303249198414618,"con","ALL","3","q","3q",2.00530189433912,-1,"LUAD","CD4_T"
"708","3q25.32",1.07192617806957,3.84729370094185,0.000221403482036872,"con","ALL","3","q","3q",2.10382326946744,-1,"LUAD","CD4_T"
"709","3q25.33",1.0638966023089,4.10994494327165,8.64974772037705e-05,"con","ALL","3","q","3q",2.45401232832077,-1,"LUAD","CD4_T"
"710","3q26.1",1.06451181226862,4.31609405412288,4.0317833726739e-05,"con","ALL","3","q","3q",2.75333389644745,-1,"LUAD","CD4_T"
"711","3q26.2",1.04540704892627,4.52292389159201,1.83491724203185e-05,"con","ALL","3","q","3q",3.06045249806139,-1,"LUAD","CD4_T"
"712","3q26.31",1.03534178824616,4.57045481129831,1.52683036929899e-05,"con","ALL","3","q","3q",3.10248962910006,-1,"LUAD","CD4_T"
"713","3q26.32",1.00297323398191,4.74780801726045,7.61990269671381e-06,"con","ALL","3","q","3q",3.31718081744613,-1,"LUAD","CD4_T"
"714","3q26.33",0.90920370550691,5.00150010643367,2.75273662988884e-06,"con","ALL","3","q","3q",3.65022111168372,-1,"LUAD","CD4_T"
"715","3q27.1",0.818855300893205,5.10343345665804,1.8147925196345e-06,"con","ALL","3","q","3q",3.65022111168372,-1,"LUAD","CD4_T"
"716","3q27.2",0.788950976702128,5.14550994376011,1.52621426474577e-06,"con","ALL","3","q","3q",3.65022111168372,-1,"LUAD","CD4_T"
"717","3q27.3",0.784909317440811,5.18443980588519,1.29945657044986e-06,"con","ALL","3","q","3q",3.65022111168372,-1,"LUAD","CD4_T"
"718","3q29",0.735885886397186,5.37761449527497,5.80043919141107e-07,"con","ALL","3","q","3q",3.65022111168372,-1,"LUAD","CD4_T"
"719","4p16.3",0.0174957699605572,0.0385329430585025,0.969347174888698,"con","ALL","4","p","4p",0,-1,"LUAD","CD4_T"
"720","4p16.1",-0.140715911946562,-0.299075453889149,0.765564428607824,"con","ALL","4","p","4p",0,1,"LUAD","CD4_T"
"721","4p15.32",-0.227913978217643,-0.473625844744022,0.636901048106202,"con","ALL","4","p","4p",0,1,"LUAD","CD4_T"
"722","4p15.2",-0.296538335866612,-0.61164692818069,0.542296466060644,"con","ALL","4","p","4p",-0.033095192798166,1,"LUAD","CD4_T"
"723","4p14",-0.483695881288923,-0.931044987355929,0.354293761618604,"con","ALL","4","p","4p",-0.127151857817832,1,"LUAD","CD4_T"
"724","4p13",-0.526816581903549,-0.957794741658513,0.340704033795521,"con","ALL","4","p","4p",-0.133015047839994,1,"LUAD","CD4_T"
"725","4p12",-0.558358126650683,-0.999510804711158,0.320197713100071,"con","ALL","4","p","4p",-0.13778055172061,1,"LUAD","CD4_T"
"726","4p11",-0.616825970999345,-1.09975156880372,0.274341241983753,"con","ALL","4","p","4p",-0.148792602756561,1,"LUAD","CD4_T"
"727","4q12",-0.656825072468717,-1.14450157030409,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"728","4q13.2",-0.68860283773275,-1.15311315238344,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"729","4q21.1",-1.09686061000733,-1.60368407426879,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"730","4q21.22",-1.29323290629896,-1.83471255643896,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"731","4q21.23",-1.36925537782831,-1.93337091695474,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"732","4q22.1",-1.25794256766644,-1.77143820475413,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"733","4q22.3",-1.16814287981123,-1.64110273222846,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"734","4q23",-1.01883578747973,-1.52763297431112,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"735","4q24",-1.11677388770754,-1.71716407704747,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"736","4q25",-1.21911770241647,-1.9242928885975,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"737","4q27",-1.28424003947345,-2.01488947930709,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"738","4q31.1",-1.23063292801456,-1.95573980067152,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"739","4q31.21",-1.21063093293834,-1.94190342556309,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"740","4q31.22",-1.15390572031045,-1.85463305230192,1,"con","ALL","4","q","4q",0,-1,"LUAD","CD4_T"
"741","4q32.1",-1.05803005212819,-1.64859710834426,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"742","4q32.2",-1.04949544434428,-1.62589947279205,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"743","4q34.1",-0.859534981733904,-1.35956559201919,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"744","4q34.2",-0.77046551832106,-1.22646395122227,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"745","4q35.1",-0.583498232580669,-0.94245639831896,1,"con","ALL","4","q","4q",0,1,"LUAD","CD4_T"
"746","5p15.33",-0.39365770698357,-1.76936768938411,0.0801826090976076,"con","ALL","5","p","5p",-0.327579284025291,1,"LUAD","CD4_T"
"747","5p15.31",-0.435958507427903,-1.79964037629863,0.0752316104747802,"con","ALL","5","p","5p",-0.3416152283919,1,"LUAD","CD4_T"
"748","5p15.2",-0.46911341500922,-1.85615088989252,0.0666682001694218,"con","ALL","5","p","5p",-0.362316635140696,1,"LUAD","CD4_T"
"749","5p15.1",-0.541103199789569,-1.96790316570943,0.0521235919910906,"con","ALL","5","p","5p",-0.408666989294963,1,"LUAD","CD4_T"
"750","5p13.3",-0.617012578523886,-2.11784939931143,0.0369143634884273,"con","ALL","5","p","5p",-0.486500127430322,1,"LUAD","CD4_T"
"751","5p13.1",-0.768926826670029,-2.28631194172882,0.0245566209964348,"con","ALL","5","p","5p",-0.578994995767583,1,"LUAD","CD4_T"
"752","5p12",-0.794602083009345,-2.2872163390962,0.0245015560316147,"con","ALL","5","p","5p",-0.578994995767583,1,"LUAD","CD4_T"
"753","5q11.1",-0.810808738659818,-2.11786709110646,0.0369128241354724,"con","ALL","5","q","5q",-0.486500127430322,1,"LUAD","CD4_T"
"754","5q11.2",-0.751304415457916,-1.91690153088203,0.0583880412577523,"con","ALL","5","q","5q",-0.370658430066527,1,"LUAD","CD4_T"
"755","5q12.1",-0.641730762291164,-1.66479121200668,0.0993940021737508,"con","ALL","5","q","5q",-0.284954755606815,1,"LUAD","CD4_T"
"756","5q12.3",-0.486014379931278,-1.30167016986354,0.196314752471082,"con","ALL","5","q","5q",-0.209613371706257,1,"LUAD","CD4_T"
"757","5q13.1",-0.429063534160687,-1.18110372697431,0.240639212851827,"con","ALL","5","q","5q",-0.15577740665602,1,"LUAD","CD4_T"
"758","5q13.2",-0.374558413553494,-1.11988901931019,0.265708131248298,"con","ALL","5","q","5q",-0.148792602756561,1,"LUAD","CD4_T"
"759","5q13.3",-0.348748583661596,-1.10282911564098,0.273009404175837,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"760","5q14.1",-0.346752121519871,-1.11922551367021,0.265989518406408,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"761","5q14.2",-0.336935896871216,-1.11977770394687,0.265755324605275,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"762","5q14.3",-0.341203125676431,-1.14193313556111,0.256477687243589,"con","ALL","5","q","5q",-0.149614842244018,-1,"LUAD","CD4_T"
"763","5q15",-0.331648172054842,-1.10125905813494,0.273688298856478,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"764","5q21.1",-0.332719169714704,-1.09667420240335,0.275677506323216,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"765","5q21.3",-0.3389638249929,-1.10501932954471,0.27206431044787,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"766","5q22.2",-0.344971461078646,-1.09654858446087,0.275732148298111,"con","ALL","5","q","5q",-0.148792602756561,-1,"LUAD","CD4_T"
"767","5q22.3",-0.349057491487623,-1.0843746556598,0.281063292932762,"con","ALL","5","q","5q",-0.146331621798389,-1,"LUAD","CD4_T"
"768","5q23.1",-0.318408427295823,-0.982313859460708,0.328549731873185,"con","ALL","5","q","5q",-0.137134729514401,-1,"LUAD","CD4_T"
"769","5q23.2",-0.298489597386456,-0.918893622313071,0.360580469782663,"con","ALL","5","q","5q",-0.122454437425009,-1,"LUAD","CD4_T"
"770","5q31.1",-0.313047228567501,-1.03568287942262,0.303094497290968,"con","ALL","5","q","5q",-0.13999875981785,1,"LUAD","CD4_T"
"771","5q31.2",-0.290475444410794,-1.05053704565462,0.296253130926094,"con","ALL","5","q","5q",-0.140209568213104,1,"LUAD","CD4_T"
"772","5q31.3",-0.301754841540291,-1.14777085401127,0.254071644488302,"con","ALL","5","q","5q",-0.149614842244018,1,"LUAD","CD4_T"
"773","5q32",-0.271062004736533,-1.1282541790858,0.262178404839666,"con","ALL","5","q","5q",-0.148792602756561,1,"LUAD","CD4_T"
"774","5q33.1",-0.24770089944994,-1.04751882180753,0.297634659269849,"con","ALL","5","q","5q",-0.140209568213104,1,"LUAD","CD4_T"
"775","5q33.2",-0.239057154367084,-1.01398138644984,0.31328007840074,"con","ALL","5","q","5q",-0.13778055172061,1,"LUAD","CD4_T"
"776","5q33.3",-0.220684060057193,-0.955499759942742,0.341856474046413,"con","ALL","5","q","5q",-0.133015047839994,1,"LUAD","CD4_T"
"777","5q34",-0.206409086346315,-0.909585436226353,0.365444047311486,"con","ALL","5","q","5q",-0.118229488555749,1,"LUAD","CD4_T"
"778","5q35.1",-0.208574205064299,-0.932869774664844,0.353355791934421,"con","ALL","5","q","5q",-0.127151857817832,1,"LUAD","CD4_T"
"779","5q35.2",-0.234230551480869,-1.05845215802197,0.292650901105298,"con","ALL","5","q","5q",-0.140209568213104,1,"LUAD","CD4_T"
"780","5q35.3",-0.277022255182644,-1.3535840088343,0.179221703153229,"con","ALL","5","q","5q",-0.216776617670843,1,"LUAD","CD4_T"
"781","6p25.2",0.080798268296666,0.16533046784977,0.869050612932588,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"782","6p25.1",0.0371994339422679,0.0785151855881255,0.937590642383393,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"783","6p24.3",0.00292048055159863,0.00637553879802338,0.994927046432403,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"784","6p24.2",-0.0424629912562361,-0.0957477321188886,0.923931468482642,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"785","6p23",-0.0703486538303424,-0.160278024120712,0.873017319394437,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"786","6p22.3",-0.115299344067698,-0.300181480530269,0.764723395393099,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"787","6p22.2",-0.143521369346346,-0.393392785378972,0.694949563501129,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"788","6p22.1",-0.161920618921526,-0.472204772013466,0.637911056688108,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"789","6p21.33",-0.222905873811686,-0.730115752632308,0.467194850358231,"con","ALL","6","p","6p",-0.0637893754722837,1,"LUAD","CD4_T"
"790","6p21.32",-0.224373607467342,-0.765137987536733,0.446169207076666,"con","ALL","6","p","6p",-0.0736083546679276,1,"LUAD","CD4_T"
"791","6p21.31",-0.135080217007244,-0.429775945323111,0.668374600699003,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"792","6p21.2",0.00470255973211981,0.0129972625492387,0.989658429450788,"con","ALL","6","p","6p",0,1,"LUAD","CD4_T"
"793","6p21.1",0.355748176725812,0.816390708452388,0.416408709474506,"con","ALL","6","p","6p",0.0858883652039058,1,"LUAD","CD4_T"
"794","6p12.1",0.834394425606598,1.74168213170911,0.0849431871578119,"con","ALL","6","p","6p",0.325505706837789,1,"LUAD","CD4_T"
"795","6q12",0.689036110622061,1.52185357168356,0.131513200381618,"con","ALL","6","q","6q",0.262638954284046,1,"LUAD","CD4_T"
"796","6q13",0.714275944847041,1.63459089683864,0.105589697216754,"con","ALL","6","q","6q",0.278171040419734,1,"LUAD","CD4_T"
"797","6q14.1",0.677760156003442,1.69338392040229,0.0938030644433325,"con","ALL","6","q","6q",0.302054484754463,1,"LUAD","CD4_T"
"798","6q14.3",0.644917206486652,1.83722537900236,0.0694404442786685,"con","ALL","6","q","6q",0.362316635140696,1,"LUAD","CD4_T"
"799","6q15",0.6070575680139,1.84666138526613,0.0680464389390316,"con","ALL","6","q","6q",0.362316635140696,1,"LUAD","CD4_T"
"800","6q16.1",0.579204930282555,1.84066603783173,0.0689294100239967,"con","ALL","6","q","6q",0.362316635140696,1,"LUAD","CD4_T"
"801","6q16.2",0.573709263671635,1.89820723168531,0.0608382302783255,"con","ALL","6","q","6q",0.366225117064231,1,"LUAD","CD4_T"
"802","6q21",0.546086594616994,1.90156891295382,0.0603913471920064,"con","ALL","6","q","6q",0.366225117064231,-1,"LUAD","CD4_T"
"803","6q22.1",0.527656102304649,1.88548151182854,0.0625552203115637,"con","ALL","6","q","6q",0.366225117064231,-1,"LUAD","CD4_T"
"804","6q22.31",0.502344457370273,1.75778209118524,0.0821472682361103,"con","ALL","6","q","6q",0.327153881755376,-1,"LUAD","CD4_T"
"805","6q22.33",0.481009384853116,1.64427527659193,0.103569850612654,"con","ALL","6","q","6q",0.278872406446734,-1,"LUAD","CD4_T"
"806","6q23.2",0.46526862477288,1.57739047389527,0.118175833695606,"con","ALL","6","q","6q",0.270460886535128,-1,"LUAD","CD4_T"
"807","6q23.3",0.466995099502313,1.56379026563908,0.12133790786362,"con","ALL","6","q","6q",0.270460886535128,-1,"LUAD","CD4_T"
"808","6q24.1",0.450901570213921,1.49381265125763,0.138684003825699,"con","ALL","6","q","6q",0.252080474955303,-1,"LUAD","CD4_T"
"809","6q24.2",0.416393910958544,1.37972331125671,0.171052661641284,"con","ALL","6","q","6q",0.218637892745985,-1,"LUAD","CD4_T"
"810","6q25.1",0.395380801474789,1.33916967403511,0.183850855081819,"con","ALL","6","q","6q",0.213418189903967,-1,"LUAD","CD4_T"
"811","6q25.3",0.345133464871878,1.22190270083988,0.224900216401824,"con","ALL","6","q","6q",0.178455169293244,1,"LUAD","CD4_T"
"812","6q27",0.305555359825418,1.10627102474421,0.271525218084819,"con","ALL","6","q","6q",0.148792602756561,1,"LUAD","CD4_T"
"813","7p22.3",-0.434376429521006,-2.73306920350058,0.00753904297706412,"con","ALL","7","p","7p",-0.829995544239123,1,"LUAD","CD4_T"
"814","7p22.1",-0.418272205424282,-2.68670413752928,0.00857839676578942,"con","ALL","7","p","7p",-0.829995544239123,1,"LUAD","CD4_T"
"815","7p21.3",-0.417627895468124,-2.70791667442521,0.00808770320301865,"con","ALL","7","p","7p",-0.829995544239123,1,"LUAD","CD4_T"
"816","7p21.1",-0.416239579633348,-2.68887132810741,0.00852705190438125,"con","ALL","7","p","7p",-0.829995544239123,1,"LUAD","CD4_T"
"817","7p15.3",-0.412528536978824,-2.63236863884497,0.00996107715890946,"con","ALL","7","p","7p",-0.826833732125213,1,"LUAD","CD4_T"
"818","7p15.2",-0.414917600181803,-2.63243543139872,0.00995926018747348,"con","ALL","7","p","7p",-0.826833732125213,1,"LUAD","CD4_T"
"819","7p14.3",-0.411345196651959,-2.54456259300575,0.0126261494516045,"con","ALL","7","p","7p",-0.760503190774812,1,"LUAD","CD4_T"
"820","7p14.2",-0.412322794335996,-2.51466263171088,0.0136706438846268,"con","ALL","7","p","7p",-0.752551439857243,1,"LUAD","CD4_T"
"821","7p14.1",-0.413290443022759,-2.4782517999094,0.0150469347826836,"con","ALL","7","p","7p",-0.735821911503405,1,"LUAD","CD4_T"
"822","7p13",-0.405920211997898,-2.36111788149409,0.020353926065172,"con","ALL","7","p","7p",-0.643809717076071,1,"LUAD","CD4_T"
"823","7p12.3",-0.398923254546294,-2.21994059809166,0.0289070101525602,"con","ALL","7","p","7p",-0.535609101787275,1,"LUAD","CD4_T"
"824","7p11.2",-0.405516447867275,-2.17068488947201,0.0325579656336183,"con","ALL","7","p","7p",-0.503082484831387,1,"LUAD","CD4_T"
"825","7q11.21",-0.434223946009765,-2.19126823305215,0.0309860808465556,"con","ALL","7","q","7q",-0.517149077496822,1,"LUAD","CD4_T"
"826","7q11.23",-0.506185484849958,-2.1143190972131,0.037222647104216,"con","ALL","7","q","7q",-0.486500127430322,1,"LUAD","CD4_T"
"827","7q21.12",-0.485863702400199,-1.84241271175337,0.0686711843586336,"con","ALL","7","q","7q",-0.362316635140696,1,"LUAD","CD4_T"
"828","7q21.2",-0.459540194374204,-1.62196763304377,0.108270059633952,"con","ALL","7","q","7q",-0.27483734684801,1,"LUAD","CD4_T"
"829","7q21.3",-0.431432553302829,-1.45116974333453,0.150171238032746,"con","ALL","7","q","7q",-0.233890124555845,1,"LUAD","CD4_T"
"830","7q22.1",-0.343431074460711,-1.06585430058954,0.289309287180265,"con","ALL","7","q","7q",-0.141460205352135,1,"LUAD","CD4_T"
"831","7q22.3",-0.144056678394698,-0.405513077161119,0.686052245033586,"con","ALL","7","q","7q",0,1,"LUAD","CD4_T"
"832","7q31.1",-0.111415347320278,-0.301340144131725,0.763842638967957,"con","ALL","7","q","7q",0,1,"LUAD","CD4_T"
"833","7q31.2",-0.107138298017884,-0.285419446595359,0.775971447757757,"con","ALL","7","q","7q",0,1,"LUAD","CD4_T"
"834","7q31.31",-0.0985960380447492,-0.261654795382755,0.794178916823311,"con","ALL","7","q","7q",0,1,"LUAD","CD4_T"
