"","Cytoband","Coefficients","T_val","P_val","cnv_type","Event","Chromosome","Arm","ChrArm","-signedlog(P.adj)","cnv_status","TumorType"
"25841","1q31.3",9.15889983006691,0.642721841627909,0.520705225553898,"con","ALL","1","q","1q",0.110270287227792,1,"LUSC"
"25842","1q32.1",11.5758386139974,0.791194469117526,0.429213315095403,"con","ALL","1","q","1q",0.138891499750385,1,"LUSC"
"25843","1q32.2",10.8490564027162,0.770221856807294,0.441539476574419,"con","ALL","1","q","1q",0.138891499750385,1,"LUSC"
"25844","1q32.3",15.7336690892599,1.13911318412468,0.255212518089596,"con","ALL","1","q","1q",0.251373308001105,1,"LUSC"
"25845","1q41",7.48264068481275,0.522188239863921,0.601775255069076,"con","ALL","1","q","1q",0.0842196002645283,1,"LUSC"
"25846","1q42.11",16.0767093382778,1.15595320908055,0.248263601630642,"con","ALL","1","q","1q",0.254305595441834,1,"LUSC"
"25847","1q42.12",9.0900274102994,0.682018698692293,0.495549376074228,"con","ALL","1","q","1q",0.114581368158319,1,"LUSC"
"25848","1q42.13",5.27919641508594,0.389114916054962,0.697360179343647,"con","ALL","1","q","1q",0.063615710263234,1,"LUSC"
"25849","1q42.2",9.54319788850118,0.705057568209626,0.481109412713631,"con","ALL","1","q","1q",0.118869130714676,1,"LUSC"
"25850","1q42.3",7.05800344467069,0.529581978921758,0.596641642175141,"con","ALL","1","q","1q",0.0858490128575064,1,"LUSC"
"25851","1q43",14.9115434396509,1.13593314632742,0.25653981742008,"con","ALL","1","q","1q",0.251373308001105,1,"LUSC"
"25852","1q44",20.6309138958309,1.58134126567684,0.114445265644123,"con","ALL","1","q","1q",0.451707633984929,1,"LUSC"
"25853","2p25.3",-18.7042800461984,-1.39560872642264,0.163464440129081,"con","ALL","2","p","2p",-0.36024860981552,1,"LUSC"
"25854","2p25.2",-20.9627674640094,-1.54594863183522,0.122762550965627,"con","ALL","2","p","2p",-0.434351333846584,1,"LUSC"
"25855","2p25.1",-21.7863935094209,-1.59804798008479,0.11067691466402,"con","ALL","2","p","2p",-0.459728694654517,1,"LUSC"
"25856","2p24.3",-11.8261494929058,-0.962367511249117,0.336339693637459,"con","ALL","2","p","2p",-0.18638584979951,1,"LUSC"
"25857","2p24.2",-14.7929856461105,-1.09252660572262,0.275138552915199,"con","ALL","2","p","2p",-0.239128476338442,1,"LUSC"
"25858","2p24.1",-8.12285601246015,-0.564904662244483,0.572397136447116,"con","ALL","2","p","2p",-0.0918222404279433,1,"LUSC"
"25859","2p23.3",-9.05840892511006,-0.563689415099642,0.573223398899119,"con","ALL","2","p","2p",-0.0918222404279433,1,"LUSC"
"25860","2p23.2",-11.5906209710311,-0.775934075876356,0.438162255107654,"con","ALL","2","p","2p",-0.138891499750385,1,"LUSC"
"25861","2p23.1",-12.0524569855892,-0.796408862816113,0.426180109105485,"con","ALL","2","p","2p",-0.138891499750385,1,"LUSC"
"25862","2p22.3",-8.87517834827249,-0.55987533151544,0.575820322705851,"con","ALL","2","p","2p",-0.0918222404279433,1,"LUSC"
"25863","2p22.2",-11.3988131630964,-0.742965101844208,0.457858852278093,"con","ALL","2","p","2p",-0.131033888531573,1,"LUSC"
"25864","2p22.1",-11.0691523722278,-0.726499392969196,0.467879578096183,"con","ALL","2","p","2p",-0.124234585723071,1,"LUSC"
"25865","2p21",-10.2766068579267,-0.751184469222392,0.452902253852352,"con","ALL","2","p","2p",-0.133142331452772,1,"LUSC"
"25866","2p16.3",-13.2141528619355,-1.18571159359587,0.2363108790434,"con","ALL","2","p","2p",-0.26976184116191,1,"LUSC"
"25867","2p16.2",-10.8240576351358,-0.891380233811423,0.373162704797673,"con","ALL","2","p","2p",-0.16423124612233,1,"LUSC"
"25868","2p16.1",-4.75087788438886,-0.425809619701015,0.670433543291576,"con","ALL","2","p","2p",-0.0714486556389408,1,"LUSC"
"25869","2p15",-9.2945374006952,-1.03446335934582,0.301429861088833,"con","ALL","2","p","2p",-0.212173870714731,1,"LUSC"
"25870","2p14",-19.1532685877022,-1.61564775972005,0.106814135893818,"con","ALL","2","p","2p",-0.461789280511757,1,"LUSC"
"25871","2p13.3",-16.1789931264938,-1.12898758993667,0.2594554844379,"con","ALL","2","p","2p",-0.251310934645258,1,"LUSC"
"25872","2p13.2",-12.3217011063716,-0.791069077668465,0.429286409774843,"con","ALL","2","p","2p",-0.138891499750385,1,"LUSC"
